,D_3_adj.ChiSq.pval,D_3_ChiSq.pval,D_3_logFC,D_5_adj.ChiSq.pval,D_5_ChiSq.pval,D_5_logFC,D_7_adj.ChiSq.pval,D_7_ChiSq.pval,D_7_logFC,D_9_adj.ChiSq.pval,D_9_ChiSq.pval,D_9_logFC,D_11_adj.ChiSq.pval,D_11_ChiSq.pval,D_11_logFC,D_13_adj.ChiSq.pval,D_13_ChiSq.pval,D_13_logFC
CHOYP_GMPAA.1.1.m.1432,0.979445546193914,0.247131042980234,0.596684875412247,0.967036679485888,0.767666020804118,0.134720610018482,0.949671592008509,0.729476944775487,-0.165456588888086,0.979180442953242,0.78644553478978,0.132135520831255,0.998682844793179,0.849189600277409,-0.101917267531229,0.963455877066767,0.876687390465801,0.0788337885769024
CHOYP_GMPR2.1.1.m.63274,0.979445546193914,0.624099178771585,-0.21383732572404,0.967036679485888,0.869648039535532,0.0705902725987659,0.987268607212564,0.972992750324667,-0.0141472656131212,0.979180442953242,0.266475269529535,-0.445091331110295,0.998682844793179,0.530468403331482,0.287125023214671,0.958428402785477,0.418192631898514,0.358153277998185
CHOYP_GNAI.1.1.m.26096,0.979445546193914,0.351351655614484,-0.687768514056453,0.967036679485888,0.635622335142333,0.456648704905844,0.949671592008509,0.443085840815039,-0.773139166109326,0.979180442953242,0.956581460547104,0.0496733606392823,0.998682844793179,0.997718581835477,-0.00238159398031446,0.958428402785477,0.466383263279334,0.638261197190921
CHOYP_GNAO.1.1.m.37355,0.979445546193914,0.604193428190374,-0.436229747060488,0.967036679485888,0.627355165862806,-0.450241890702674,0.949671592008509,0.626477516287901,-0.510104760275532,0.979180442953242,0.739530389795412,-0.365364138639561,0.998682844793179,0.997718581835477,-0.00238159398031446,0.958428402785477,0.720979292360296,0.375226791357127
CHOYP_GNAQ.1.1.m.20698,0.979445546193914,0.283288064021575,-0.728410498553798,0.967036679485888,0.0758634268420448,-1.60224498414772,0.949671592008509,0.436635107666408,-0.621136072664276,0.979180442953242,0.438661056454689,-0.950326639360718,0.998682844793179,0.41536664699553,0.997618406019686,0.999087702201721,0.999087702201721,0.000831276575629314
CHOYP_GNBPB3.1.1.m.55379,0.979445546193914,0.579162178677447,0.233621651247182,0.967036679485888,0.45373389053791,0.272224133768417,0.995933645136192,0.990066364798877,0.00446841255422559,0.979180442953242,0.159743257124162,0.519158643940503,0.998682844793179,0.159298387149314,0.483045233189927,0.958428402785477,0.670476568363943,-0.139346381472631
CHOYP_GNPI2.1.1.m.55897,0.979445546193914,0.904021580304772,0.0491970801097539,0.967036679485888,0.681843222624725,-0.17340168534385,0.949671592008509,0.466463503310961,-0.329532514633711,0.979180442953242,0.685224233227124,-0.198254152804303,0.998682844793179,0.580484697716331,0.297178687878594,0.958428402785477,0.760995504624082,0.152834370020679
CHOYP_AMO.5.5.m.66428,0.979445546193914,0.627384649959207,0.63415958083091,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.627121818677936,0.634635861360439,0.998682844793179,0.656050189457452,0.582580906740842,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_GOGB1.1.2.m.26408,0.979445546193914,0.761291374810462,0.201200173554804,0.967036679485888,0.491831784199967,0.497290689403191,0.949671592008509,0.636795041858117,-0.358101666830482,0.979180442953242,0.439987987828732,-0.480841356059497,0.998682844793179,0.4689237827754,0.512191578849444,0.958428402785477,0.0872036136853141,1.80818619863323
CHOYP_GOLGA4.1.3.m.4761,0.979445546193914,0.37149636601367,0.727268985222391,0.967036679485888,0.882575282352488,0.134720610018482,0.949671592008509,0.864300751407332,-0.18817666538817,0.979180442953242,0.966361784226244,0.0496733606392825,0.998682844793179,0.707075519749354,0.412655905298529,0.976932648911716,0.910021671093576,-0.0987043969752852
CHOYP_GPDA.1.2.m.6967,0.979445546193914,0.791505411037564,0.11631127596829,0.967036679485888,0.817053380719429,-0.113206903425104,0.949671592008509,0.791710993799126,-0.135709245494034,0.979180442953242,0.920030902627043,0.0496733606392823,0.998682844793179,0.635607106309443,-0.213885699174027,0.978007666549162,0.934423580181407,-0.0398107079217165
CHOYP_GPM6A.1.1.m.41817,0.979445546193914,0.143557401084393,1.63415958083091,0.967036679485888,0.908911878603597,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.449697464003913,0.786638954805489,0.998682844793179,0.737009362993023,-0.324309688867677,0.958428402785477,0.86527297019989,0.223223697912077
CHOYP_GPMA.1.1.m.35689,0.979445546193914,0.743791671150677,-0.111267592083492,0.967036679485888,0.789081487500981,0.0929004343238553,0.949671592008509,0.628785798559145,-0.18817666538817,0.979180442953242,0.530526229354102,0.219598362081595,0.998682844793179,0.288546253217641,0.365350190520173,0.958428402785477,0.761704156174599,-0.106481747567005
CHOYP_GPSM2.1.1.m.58301,0.979445546193914,0.961533770971959,0.0491970801097537,0.967036679485888,0.482064606274095,-0.865279389981518,0.949671592008509,0.785153129973198,-0.358101666830482,0.979180442953242,0.682695743827065,-0.535289140081874,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_GPX3.1.2.m.24838,0.979445546193914,0.562833130481273,-0.535765420611403,0.967036679485888,0.79887477614447,-0.280316889260362,0.949671592008509,0.823834919271132,0.226860833890674,0.979180442953242,0.966361784226244,0.0496733606392825,0.998682844793179,0.656050189457452,0.582580906740842,0.958428402785477,0.722190087725148,-0.361738802809079
CHOYP_GR101.3.3.m.43507,0.979445546193914,0.682425886400672,-0.535765420611403,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_GRAP1.1.1.m.45768,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.351435717845637,1.13472061001848,0.949671592008509,0.823834919271132,0.226860833890674,0.979180442953242,0.510199165987601,-0.687292233526924,0.998682844793179,0.480944072535,0.734584000185892,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_GRIA3.1.1.m.44173,0.979445546193914,0.956997440379583,0.0491970801097539,0.967036679485888,0.883185751644509,-0.128313795815312,0.949671592008509,0.573099603851648,0.489895239724468,0.979180442953242,0.396667609468765,-0.757681561418322,0.998682844793179,0.740747320649461,0.319546500907048,0.958428402785477,0.471036348237398,-0.624773208642873
CHOYP_AMRP.1.1.m.36070,0.979445546193914,0.966684175912718,0.0491970801097537,0.967036679485888,0.79887477614447,-0.280316889260362,0.949671592008509,0.864300751407332,-0.18817666538817,0.979180442953242,0.682695743827065,-0.535289140081874,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.758158787259798,-0.361738802809079
CHOYP_GRK5.1.1.m.6617,0.979445546193914,0.682425886400672,-0.535765420611403,0.967036679485888,0.908911878603597,0.134720610018482,0.949671592008509,0.785153129973198,-0.358101666830482,0.979180442953242,0.961161606221276,0.0496733606392825,0.998682844793179,0.656050189457452,0.582580906740842,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_GRM1.2.2.m.65835,0.979445546193914,0.160563396571754,0.665868440558248,0.967036679485888,0.500180388038906,-0.280316889260362,0.949671592008509,0.413413141817214,-0.358101666830482,0.98914342442178,0.986355681097902,-0.00691016772708508,0.998682844793179,0.753532237697408,-0.139885117730249,0.978007666549162,0.934423580181407,-0.0398107079217165
CHOYP_GRP75.1.1.m.11678,0.88518158911305,0.0301322254495931,0.39712038353006,0.967036679485888,0.133764893022406,0.263044706994021,0.966917060438457,0.914325061387634,-0.0203568664803448,0.979180442953242,0.0990547168765741,-0.288851244778774,0.998682844793179,0.0525975348468919,-0.373024973900705,0.958428402785477,0.59931102129944,-0.106481747567005
CHOYP_GSH1.1.1.m.8927,0.979445546193914,0.449979008133152,0.78616267427596,0.967036679485888,0.731400300612477,-0.450241890702674,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.627121818677936,0.634635861360439,0.998682844793179,0.656050189457452,0.582580906740842,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_GSHB.1.1.m.27512,0.979445546193914,0.888567536603821,-0.0883064436401813,0.967036679485888,0.811238586523397,-0.154786007176503,0.949671592008509,0.728348654439766,-0.232570784746624,0.979180442953242,0.60007280136442,0.339179977834267,0.998682844793179,0.997365623031717,-0.00238159398031401,0.958428402785477,0.311100708657903,-0.651245420004064
CHOYP_GSK3B.1.1.m.62139,0.979445546193914,0.912001696867242,0.0491970801097539,0.967036679485888,0.877900730449069,0.0676064141599451,0.949671592008509,0.20714344293975,-0.647608284025468,0.979180442953242,0.182216567665266,-0.628398544473355,0.998682844793179,0.430276243887185,-0.449840570951535,0.978007666549162,0.913856863153093,0.0532986964697648
CHOYP_GST7.1.1.m.59335,0.0855117317828399,0.00108050757793237,-0.913328214471584,0.967036679485888,0.0779449370570625,-0.524242472146451,0.949671592008509,0.756837444976897,-0.117093567326688,0.979180442953242,0.288052487773998,-0.409758257998015,0.998682844793179,0.753532237697408,-0.139885117730249,0.958428402785477,0.739375374451506,-0.150234697615367
CHOYP_GSTO1.1.2.m.14745,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.785153129973198,-0.358101666830482,0.979180442953242,0.682695743827065,-0.535289140081874,0.998682844793179,0.653385218518997,-0.587344094701471,0.958428402785477,0.258125791069934,-1.36173880280908
CHOYP_GSTO1.2.2.m.26202,0.979445546193914,0.930711913046716,0.0491970801097539,0.968445154782474,0.928504250624465,-0.0458516356233392,0.949671592008509,0.503894715798076,-0.410569086724618,0.979180442953242,0.925890993080453,-0.0498623129116318,0.998682844793179,0.680109293859039,-0.243389693484109,0.958428402785477,0.491124869146195,-0.361738802809079
CHOYP_GSTO2.1.1.m.36486,0.979445546193914,0.916281392450054,0.0491970801097539,0.967036679485888,0.799105276678483,-0.128313795815312,0.949671592008509,0.345982891059597,-0.538673912472304,0.979180442953242,0.534432490324015,0.312707766473077,0.998682844793179,0.871720379769863,-0.0727709218717116,0.958428402785477,0.369403217857059,-0.449201644059419
CHOYP_AMY.2.3.m.15473,0.979445546193914,0.627384649959207,0.63415958083091,0.967036679485888,0.157355498838891,1.35711303135493,0.949671592008509,0.823834919271132,0.226860833890674,0.979180442953242,0.449697464003913,0.786638954805489,0.998682844793179,0.997917368449714,-0.00238159398031446,0.958428402785477,0.722190087725148,-0.361738802809079
CHOYP_GSTP1.1.2.m.29677,0.979445546193914,0.739201599366864,-0.36584041916909,0.967036679485888,0.731400300612477,-0.450241890702674,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.966361784226244,0.0496733606392825,0.998682844793179,0.653385218518997,-0.587344094701471,0.958428402785477,0.417788753390045,0.960189292078284
CHOYP_GSTP1.2.2.m.30099,0.979445546193914,0.793799543713739,0.095000769722879,0.967036679485888,0.812927263763743,0.0874148952401246,0.949671592008509,0.694677336892829,0.139397992640335,0.979180442953242,0.901186722476244,0.0496733606392823,0.998682844793179,0.901422029449823,0.0465280065006324,0.958428402785477,0.864261033803388,-0.0568842212806588
CHOYP_GSTZ1.1.1.m.56540,0.979445546193914,0.760091343327448,-0.173195341226694,0.967036679485888,0.25439879709931,0.575293201404464,0.949671592008509,0.113707776200763,0.904932739003312,0.979180442953242,0.296937606947773,-0.578357861973759,0.998682844793179,0.298959650271816,0.635048326634977,0.958428402785477,0.526581274475929,0.348754579995936
CHOYP_GTPB1.1.1.m.66453,0.979445546193914,0.637773781513367,-0.36584041916909,0.967036679485888,0.913005094029267,-0.0876718113179655,0.949671592008509,0.636795041858117,-0.358101666830482,0.979180442953242,0.441228443193117,-0.628398544473355,0.998682844793179,0.997917368449714,-0.00238159398031446,0.958428402785477,0.475806224374621,-0.683666897696442
CHOYP_GTR1.1.1.m.25509,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.722190087725148,-0.361738802809079
CHOYP_GUAA.1.1.m.18809,0.979445546193914,0.652645257130969,0.229769325751575,0.967036679485888,0.528134137836328,0.35711303135493,0.949671592008509,0.685210573511163,-0.287712338939084,0.979180442953242,0.927408656593312,0.0496733606392823,0.998682844793179,0.831729617199129,-0.127912476064173,0.958428402785477,0.555456460734226,-0.361738802809079
CHOYP_GUAD.1.1.m.33511,0.979445546193914,0.208097268144253,-0.716337666253223,0.967036679485888,0.552136254669025,-0.450241890702674,0.949671592008509,0.688168749621873,0.226860833890674,0.979180442953242,0.445210490739384,0.50910497927658,0.998682844793179,0.566579757899721,0.319546500907048,0.958428402785477,0.555456460734226,-0.361738802809079
CHOYP_GUN.2.2.m.46462,0.979445546193914,0.224761013336636,1.04919708010975,0.967036679485888,0.660377709534512,0.327365687960878,0.949671592008509,0.711995671217875,0.226860833890674,0.979180442953242,0.622241357511291,0.290681460143078,0.998682844793179,0.844022527211,-0.109296797896826,0.958428402785477,0.698555851411859,-0.191813801366767
