,D_3_adj.ChiSq.pval,D_3_ChiSq.pval,D_3_logFC,D_5_adj.ChiSq.pval,D_5_ChiSq.pval,D_5_logFC,D_7_adj.ChiSq.pval,D_7_ChiSq.pval,D_7_logFC,D_9_adj.ChiSq.pval,D_9_ChiSq.pval,D_9_logFC,D_11_adj.ChiSq.pval,D_11_ChiSq.pval,D_11_logFC,D_13_adj.ChiSq.pval,D_13_ChiSq.pval,D_13_logFC
CHOYP_M2OM.1.1.m.11786,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.53223805972573,0.81182333461183,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_MA1B1.1.1.m.22675,0.979445546193914,0.966684175912718,0.0491970801097537,0.967036679485888,0.482064606274095,-0.865279389981518,0.949671592008509,0.847123701102884,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.475527253760077,-0.776776302087923
CHOYP_MA2A2.1.1.m.8261,0.979445546193914,0.627384649959207,0.63415958083091,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.531155711953646,-0.773139166109326,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.60652996605683,0.638261197190921
CHOYP_MA2C1.1.1.m.46709,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.0872036136853141,1.80818619863323
CHOYP_MABP1.1.2.m.21699,0.979445546193914,0.369993234464985,0.329304999302489,0.967036679485888,0.166033157286807,0.50911612479998,0.949671592008509,0.44781214348628,0.271254953249128,0.979180442953242,0.0962546130421039,-0.587756559976009,0.998682844793179,0.899543823891064,0.0482444790896537,0.999087702201721,0.998419742713957,0.00083127657562887
CHOYP_MALT1.1.1.m.53909,0.979445546193914,0.390675735070492,1.04919708010975,0.967036679485888,0.79887477614447,-0.280316889260362,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.966361784226244,0.0496733606392825,0.998682844793179,0.99813724555608,-0.00238159398031423,0.958428402785477,0.528179020045501,0.638261197190921
CHOYP_MAN2B1.1.1.m.38450,0.979445546193914,0.734701285910509,0.271589501446202,0.967036679485888,0.400908039898338,0.871686204184688,0.949671592008509,0.531155711953646,-0.773139166109326,0.979180442953242,0.739530389795412,-0.365364138639561,0.998682844793179,0.656050189457452,0.582580906740842,0.958428402785477,0.768852437823477,0.223223697912077
CHOYP_BRAFLDRAFT_117737.1.1.m.4255,0.979445546193914,0.509900838342897,-0.687768514056452,0.967036679485888,0.87146034879396,0.134720610018482,0.949671592008509,0.375804653093317,-0.773139166109326,0.979180442953242,0.226017552528793,-1.17271906069717,0.998682844793179,0.740747320649461,0.319546500907048,0.958428402785477,0.0175113966449615,2.33870091533201
CHOYP_MANL.2.9.m.16934,0.979445546193914,0.627384649959207,0.63415958083091,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.627121818677936,0.634635861360439,0.998682844793179,0.653385218518997,-0.587344094701471,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_MANL.5.9.m.42622,0.979445546193914,0.951591093874444,-0.0288054318915192,0.967036679485888,0.658046112582685,0.222183451268821,0.949671592008509,0.763040786452258,-0.160162289218574,0.979180442953242,0.0640582920651487,0.786638954805488,0.998682844793179,0.179385262504879,-0.523213757281755,0.978007666549162,0.922922408274554,0.0532986964697648
CHOYP_MCA3A.1.2.m.24375,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.682695743827065,-0.535289140081874,0.998682844793179,0.656050189457452,0.582580906740842,0.958428402785477,0.417788753390045,0.960189292078284
CHOYP_MCCA.1.1.m.18170,0.979445546193914,0.61203840109534,-0.187842117191096,0.97379226129332,0.942201867301911,-0.0287781222643977,0.949671592008509,0.562973543308837,0.226860833890674,0.979180442953242,0.792881850907917,0.102140780533418,0.998682844793179,0.373282793388453,-0.380893217234044,0.978007666549162,0.926702536662725,-0.0398107079217169
CHOYP_MCM2.1.1.m.14569,0.979445546193914,0.706759781636782,0.121346865865589,0.967036679485888,0.679004645330173,-0.118045460361485,0.949671592008509,0.026468353054121,-0.804166061729951,0.979180442953242,0.176231328194735,-0.455561947611139,0.998682844793179,0.100046567779301,-0.606452917649175,0.958428402785477,0.080484376927202,-0.776776302087923
CHOYP_MCM3.1.1.m.14853,0.98255437600447,0.976447695936529,-0.00851841774653384,0.967036679485888,0.878699039436464,-0.0411292253809359,0.949671592008509,0.223473387015012,-0.386116043000079,0.979180442953242,0.0163325028482323,-0.792785362374238,0.998682844793179,0.082218738421162,-0.739347188146521,0.958428402785477,0.131112210171416,-0.542311048450901
CHOYP_MCM4.1.1.m.61253,0.979445546193914,0.793890253222908,0.0965027948881101,0.967036679485888,0.384561184830447,0.299779856288978,0.949671592008509,0.562990607355914,-0.238802738458138,0.979180442953242,0.211448810930225,-0.459340286848575,0.998682844793179,0.501791936222026,-0.324309688867676,0.958428402785477,0.275611906434735,-0.522203475002326
CHOYP_MCM4.1.1.m.61254,0.979445546193914,0.290626349259944,0.485296194916427,0.971012316279323,0.934659115479327,0.0316271170543789,0.949671592008509,0.69409853059107,0.16546028922653,0.979180442953242,0.901186722476244,0.0496733606392823,0.998682844793179,0.995631122461188,-0.00238159398031446,0.958428402785477,0.364658631380087,-0.36173880280908
CHOYP_MCM5.1.1.m.48534,0.979445546193914,0.785565818889863,0.136659921360093,0.967036679485888,0.678565129834967,-0.206316307816585,0.949671592008509,0.0124438378506951,-1.48934620010874,0.979180442953242,0.12827723546245,-0.812823115610782,0.998682844793179,0.0114950372660007,-1.90927218958883,0.963455877066767,0.883552405860787,0.123688024361162
CHOYP_BRAFLDRAFT_117811.1.1.m.27127,0.979445546193914,0.569068165710032,0.250830941279404,0.967036679485888,0.806737962449232,0.0889169204053575,0.949671592008509,0.0907250865657323,0.692524406239486,0.979180442953242,0.790670265111877,0.11678755649782,0.998682844793179,0.530468403331482,0.287125023214671,0.958428402785477,0.322362268347729,0.445616119248525
CHOYP_MCM7.1.1.m.50070,0.979445546193914,0.787197883731354,0.131659240301727,0.967036679485888,0.799105276678483,-0.128313795815312,0.949671592008509,0.67704888571954,0.226860833890674,0.979180442953242,0.541952791719367,-0.312896718745426,0.998682844793179,0.143293824758468,-0.909272189588833,0.958428402785477,0.29549934336988,-0.568189680276506
CHOYP_MCMBP.2.2.m.18631,0.979445546193914,0.143557401084393,1.63415958083091,0.967036679485888,0.861261287625595,0.134720610018482,0.949671592008509,0.823834919271132,0.226860833890674,0.979180442953242,0.273402576104241,-0.950326639360717,0.998682844793179,0.653385218518997,-0.587344094701471,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_MDHC.1.1.m.57053,0.979445546193914,0.319253495168528,0.257305275439954,0.967036679485888,0.922495437510352,0.0245376922680585,0.949671592008509,0.39480092435053,-0.232570784746623,0.979180442953242,0.79402570036028,-0.0599511305352154,0.998682844793179,0.525668084710142,0.147643850024292,0.958428402785477,0.022601130084491,0.605094333255722
CHOYP_MDHM.1.1.m.43603,0.979445546193914,0.96172296496991,0.0112292299107333,0.967036679485888,0.644582863800628,0.113658994490653,0.949671592008509,0.54166941494089,0.146690485206691,0.979180442953242,0.410951587128064,-0.189792574056107,0.998682844793179,0.674609514249417,-0.0992431332329033,0.958428402785477,0.754011513593144,0.0775462427164415
CHOYP_MDN1.4.8.m.6155,0.979445546193914,0.966684175912718,0.0491970801097537,0.967036679485888,0.846506603809963,-0.18720748486888,0.949671592008509,0.699842686677639,-0.358101666830482,0.979180442953242,0.778143552417047,-0.27225473424808,0.998682844793179,0.998386814123129,-0.00238159398031423,0.958428402785477,0.475527253760077,-0.776776302087923
CHOYP_ME3.1.1.m.58433,0.979445546193914,0.448738425639413,-0.189990583769672,0.971012316279323,0.934465901788905,0.021063828222915,0.949671592008509,0.810465599203623,0.0624740159897916,0.979180442953242,0.933525945430045,-0.0218799003857519,0.998682844793179,0.0774062915365882,-0.475134591115445,0.958428402785477,0.363094523892396,-0.240432506586946
CHOYP_MECR.1.1.m.6989,0.979445546193914,0.745721930390239,0.24184215805215,0.971012316279323,0.938158052455446,-0.0579244679239141,0.949671592008509,0.372418231673796,-0.647608284025468,0.979180442953242,0.511339352688176,-0.464899812190476,0.998682844793179,0.7792210435295,-0.224774015316763,0.958428402785477,0.638117399773259,-0.361738802809079
CHOYP_MED21.1.1.m.6955,0.979445546193914,0.777764668723533,-0.272731014777609,0.967036679485888,0.564765046674567,-0.602244984147724,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.739530389795412,-0.365364138639561,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.758158787259798,-0.361738802809079
CHOYP_MED4.1.1.m.12006,0.979445546193914,0.562833130481273,-0.535765420611403,0.967036679485888,0.564765046674567,-0.602244984147724,0.949671592008509,0.699842686677639,-0.358101666830482,0.979180442953242,0.143428241289579,1.63463586136044,0.998682844793179,0.703830878044193,-0.417419093259158,0.958428402785477,0.60652996605683,0.638261197190921
CHOYP_MEF2A.1.1.m.21731,0.979445546193914,0.876718467581307,-0.102806013335296,0.967036679485888,0.415480538995283,-0.602244984147724,0.983037974432137,0.963447873107829,0.0342157559482779,0.979180442953242,0.569384184220534,0.412243440023991,0.998682844793179,0.510238080447379,-0.417419093259158,0.958428402785477,0.820733008724943,-0.169093724866683
CHOYP_BRAFLDRAFT_117821.1.1.m.16201,0.979445546193914,0.627384649959207,0.63415958083091,0.967036679485888,0.731400300612477,-0.450241890702674,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.653385218518997,-0.587344094701471,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_MEG10.78.91.m.58715,0.979445546193914,0.0451488606201369,1.78616267427596,0.997011995802902,0.996477349178574,-0.00278291373145256,0.949671592008509,0.435943085981712,-0.451211071221964,0.979180442953242,0.0150328139083674,-2.06580385678065,0.998682844793179,0.703830878044193,-0.417419093259158,0.999087702201721,0.999087702201721,0.000831276575629314
CHOYP_MEG10.9.91.m.20215,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.580846820958775,0.719683110739638,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_MEGF6.3.59.m.2378,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.707075519749354,0.412655905298529,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_MEGF6.36.59.m.43203,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.580846820958775,0.719683110739638,0.949671592008509,0.53223805972573,0.81182333461183,0.979180442953242,0.682695743827065,-0.535289140081874,0.998682844793179,0.206830293546138,1.22001082735613,0.958428402785477,0.417788753390045,0.960189292078284
CHOYP_MEGF6.55.59.m.59497,0.979445546193914,0.390675735070492,1.04919708010975,0.967036679485888,0.482064606274095,-0.865279389981518,0.949671592008509,0.531155711953646,-0.773139166109326,0.979180442953242,0.961161606221276,0.0496733606392825,0.998682844793179,0.998386814123129,-0.00238159398031423,0.958428402785477,0.758158787259798,-0.361738802809079
CHOYP_MEGF6.8.59.m.7292,0.979445546193914,0.344035942437704,0.464234579388598,0.967036679485888,0.63834514821407,0.193614299072051,0.949671592008509,0.400718438414548,0.34233805131061,0.991885910444677,0.990389288927597,-0.0047744233830942,0.998682844793179,0.410700889112925,-0.324309688867677,0.958428402785477,0.0156166788883268,-0.925639688002406
CHOYP_MEP50.1.1.m.12931,0.979445546193914,0.410026734594687,0.436220203219001,0.967036679485888,0.18149580416425,-0.64288696864507,0.949671592008509,0.470923734748869,-0.401170388722369,0.979180442953242,0.320183289674426,0.519158643940503,0.998682844793179,0.0326807492795496,-1.41741909325916,0.986256681471842,0.977947968073299,0.0167728204446504
CHOYP_MESD.1.1.m.52095,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.351435717845637,1.13472061001848,0.949671592008509,0.53223805972573,0.81182333461183,0.979180442953242,0.682695743827065,-0.535289140081874,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_MEST.2.2.m.55065,0.979445546193914,0.385161056658023,-0.410234538527543,0.967036679485888,0.31861383554168,-0.602244984147724,0.949671592008509,0.49126588460604,-0.510104760275532,0.979180442953242,0.18519830779373,-1.12025164080303,0.998682844793179,0.528786456129468,0.582580906740842,0.976932648911716,0.910021671093576,-0.0987043969752852
CHOYP_METEV_0975.1.1.m.28991,0.979445546193914,0.883194583466837,-0.0577181238067581,0.967036679485888,0.586837712574245,-0.227849469366227,0.979905716598659,0.942818878839801,-0.0361735719431198,0.979180442953242,0.625546241482942,-0.272254734248079,0.998682844793179,0.25864633217971,0.625649628632728,0.958428402785477,0.319435689969377,0.512730315107063
CHOYP_BRAFLDRAFT_117849.1.3.m.2806,0.979445546193914,0.438423636962918,-0.950802919890246,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.626477516287901,-0.510104760275532,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.656050189457452,0.582580906740842,0.958428402785477,0.417788753390045,0.960189292078284
CHOYP_METH.1.1.m.18095,0.979445546193914,0.316212245491025,-0.535765420611403,0.967036679485888,0.184055456686949,-0.585171470788783,0.949671592008509,0.00582121549457323,-1.11194107956108,0.979180442953242,0.140457095990406,-0.535289140081874,0.998682844793179,0.0570723391295329,-0.895466390063802,0.978007666549162,0.922922408274554,0.0532986964697648
CHOYP_MGA.2.2.m.66484,0.979445546193914,0.966684175912718,0.0491970801097537,0.967036679485888,0.635622335142333,0.456648704905844,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.438661056454689,-0.950326639360718,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.758158787259798,-0.361738802809079
CHOYP_MGC78792.1.1.m.45233,0.979445546193914,0.187154912375271,1.2715895014462,0.967036679485888,0.452877858317584,-0.672634312039122,0.949671592008509,0.864300751407332,-0.18817666538817,0.979180442953242,0.342866173265258,-0.950326639360717,0.998682844793179,0.703830878044193,-0.417419093259158,0.958428402785477,0.81037186267553,0.223223697912077
CHOYP_MGC81574.1.1.m.8983,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.656050189457452,0.582580906740842,0.958428402785477,0.86527297019989,0.223223697912077
CHOYP_MGC82409.1.1.m.44657,0.979445546193914,0.87726972864392,0.0491970801097539,0.967036679485888,0.571037441981651,-0.196485298456891,0.964386855411701,0.898060375391239,0.0462885882488528,0.979180442953242,0.55799001901135,-0.205583694602792,0.998682844793179,0.791296269543938,-0.0985969092396175,0.958428402785477,0.471406667281968,-0.24309430631046
CHOYP_MIB1.2.4.m.35815,0.979445546193914,0.351351655614484,-0.687768514056453,0.967036679485888,0.882575282352488,0.134720610018482,0.949671592008509,0.803443870654078,0.226860833890674,0.979180442953242,0.371176077313819,0.72774526575192,0.998682844793179,0.997205809506458,-0.00238159398031446,0.978007666549162,0.945457104614632,0.0532986964697648
CHOYP_MIB1.4.4.m.64019,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.564765046674567,-0.602244984147724,0.949671592008509,0.823834919271132,0.226860833890674,0.979180442953242,0.276362315184166,-1.27225473424808,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.528179020045501,0.638261197190921
CHOYP_MIB2.2.6.m.23029,0.979445546193914,0.637773781513367,-0.36584041916909,0.967036679485888,0.28893723160952,0.942075532076086,0.949671592008509,0.803443870654078,0.226860833890674,0.979180442953242,0.256939463297198,0.897670267194232,0.998682844793179,0.4689237827754,0.512191578849444,0.963455877066767,0.884106751016379,0.0976928158282182
CHOYP_MICPUN_58704.1.1.m.54967,0.979445546193914,0.739201599366864,-0.36584041916909,0.967036679485888,0.482064606274095,-0.865279389981518,0.949671592008509,0.785153129973198,-0.358101666830482,0.979180442953242,0.682695743827065,-0.535289140081874,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_MIF.2.2.m.30795,0.979445546193914,0.966684175912718,0.0491970801097537,0.967036679485888,0.894896367325921,0.134720610018482,0.949671592008509,0.864300751407332,-0.18817666538817,0.979180442953242,0.627121818677936,0.634635861360439,0.998682844793179,0.257748980078508,1.31954650090705,0.978007666549162,0.961417907370364,0.0532986964697646
CHOYP_BRAFLDRAFT_117849.2.3.m.4489,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.758158787259798,-0.361738802809079
CHOYP_MINP1.1.1.m.13284,0.979445546193914,0.627384649959207,0.63415958083091,0.967036679485888,0.482064606274095,-0.865279389981518,0.949671592008509,0.556951020007096,0.641898333169518,0.979180442953242,0.438661056454689,-0.950326639360718,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.60652996605683,0.638261197190921
CHOYP_MINT.1.1.m.54605,0.979445546193914,0.637773781513367,-0.36584041916909,0.967036679485888,0.152546718914813,-1.18720748486888,0.966917060438457,0.921732908747223,-0.0950672609966883,0.979180442953242,0.952441868985914,0.0496733606392827,0.998682844793179,0.316103830536033,-1.00238159398031,0.958428402785477,0.475806224374621,-0.683666897696442
CHOYP_MLE.4.9.m.38686,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.400908039898338,0.871686204184688,0.949671592008509,0.53223805972573,0.81182333461183,0.979180442953242,0.67187442073964,0.464710859918126,0.998682844793179,0.480944072535,0.734584000185892,0.958428402785477,0.466383263279334,0.638261197190921
CHOYP_MMAC.1.1.m.8063,0.979445546193914,0.604193428190374,-0.436229747060488,0.967036679485888,0.87146034879396,0.134720610018482,0.949671592008509,0.699842686677639,-0.358101666830482,0.979180442953242,0.342866173265258,-0.950326639360717,0.998682844793179,0.740747320649461,0.319546500907048,0.958428402785477,0.663242020608761,-0.361738802809079
CHOYP_MMS19.1.1.m.18650,0.979445546193914,0.665827335292328,-0.313372999274955,0.967036679485888,0.152546718914813,-1.18720748486888,0.949671592008509,0.322078081807832,-0.773139166109326,0.979180442953242,0.745237066598963,0.242318438581678,0.998682844793179,0.793780641610266,-0.19502667192271,0.958428402785477,0.0872036136853141,1.80818619863323
CHOYP_MNB.1.1.m.14023,0.979445546193914,0.509900838342897,-0.687768514056452,0.967036679485888,0.311744791356688,-1.18720748486888,0.949671592008509,0.864300751407332,-0.18817666538817,0.979180442953242,0.778143552417047,-0.27225473424808,0.998682844793179,0.997917368449714,-0.00238159398031446,0.958428402785477,0.86527297019989,0.223223697912077
CHOYP_MO25.1.1.m.62210,0.979445546193914,0.775414511757923,0.16467429752969,0.967036679485888,0.610311039513224,-0.280316889260362,0.949671592008509,0.426724423860034,0.449253255227122,0.979180442953242,0.58706384378104,-0.328838262614447,0.998682844793179,0.815743187998801,-0.154384687425364,0.978007666549162,0.943194273778646,-0.0398107079217165
CHOYP_MO4L1.1.1.m.8106,0.979445546193914,0.834878244532821,-0.0951928292254212,0.967036679485888,0.556131855592416,-0.350706217151759,0.949671592008509,0.829041633815786,0.119945629974162,0.979180442953242,0.925890993080453,-0.0498623129116318,0.998682844793179,0.844701003228472,0.113095623439622,0.987743662668836,0.981036991251243,-0.0138154993887722
CHOYP_MONBRDRAFT_34536.1.1.m.30219,0.979445546193914,0.0732269681913669,1.63415958083091,0.967036679485888,0.266336436824199,-0.865279389981518,0.949671592008509,0.090755698166785,-1.35810166683048,0.979180442953242,0.342866173265258,-0.950326639360717,0.998682844793179,0.997917368449714,-0.00238159398031446,0.958428402785477,0.862115194909527,-0.139346381472631
CHOYP_MONBRDRAFT_34989.1.1.m.34385,0.979445546193914,0.734701285910509,0.271589501446202,0.967036679485888,0.883185751644509,-0.128313795815312,0.949671592008509,0.377064479501023,0.81182333461183,0.979180442953242,0.238147782209272,1.37160145552664,0.998682844793179,0.703830878044193,-0.417419093259158,0.958428402785477,0.380273346332764,0.860653618527369
CHOYP_AAEL_AAEL011391.1.1.m.10090,0.979445546193914,0.492409113169946,0.63415958083091,0.967036679485888,0.753729713529902,-0.227849469366226,0.949671592008509,0.573099603851648,0.489895239724468,0.979180442953242,0.563183983805041,-0.535289140081874,0.998682844793179,0.765106992250032,0.260652811853479,0.958428402785477,0.183987718897658,-1.16909372486668
CHOYP_BRAFLDRAFT_117858.3.3.m.61651,0.00782906241905379,5.70961423745907e-05,-1.91427704386513,0.967036679485888,0.753729713529902,-0.227849469366226,0.958550978126798,0.889489025345878,-0.0950672609966885,0.979180442953242,0.563183983805041,-0.535289140081874,0.998682844793179,0.737009362993023,-0.324309688867677,0.978007666549162,0.967186004955257,-0.0398107079217165
CHOYP_MORC2.1.1.m.6240,0.979445546193914,0.949128129501054,0.0491970801097539,0.967036679485888,0.663275236680928,0.304645611460794,0.949671592008509,0.78512275412712,0.226860833890674,0.979180442953242,0.569384184220534,0.412243440023991,0.998682844793179,0.252818836890899,0.775225984683237,0.958428402785477,0.638117399773259,-0.361738802809079
CHOYP_MORC3.1.2.m.38178,0.979445546193914,0.961533770971959,0.0491970801097537,0.967036679485888,0.311744791356688,-1.18720748486888,0.949671592008509,0.864300751407332,-0.18817666538817,0.979180442953242,0.966361784226244,0.0496733606392825,0.998682844793179,0.653385218518997,-0.587344094701471,0.978007666549162,0.961417907370364,0.0532986964697646
CHOYP_MP2K5.1.1.m.45312,0.979445546193914,0.137642183848555,0.662173957000507,0.967036679485888,0.350740216982545,-0.421672738505904,0.949671592008509,0.414109528241577,-0.389810526557821,0.979180442953242,0.792226932813267,0.108567049692851,0.998682844793179,0.389569238369555,0.360188485404394,0.958428402785477,0.709483930593788,0.152834370020678
CHOYP_MP2K6.1.1.m.38188,0.979445546193914,0.336431733258171,0.856552002167358,0.967036679485888,0.677270744782479,-0.350706217151759,0.949671592008509,0.406149695155684,0.641898333169518,0.979180442953242,0.5491481800836,0.464710859918126,0.998682844793179,0.805722341615843,-0.172306595422627,0.958428402785477,0.615098608853697,-0.361738802809079
CHOYP_MPHOSPH9.1.1.m.9795,0.979445546193914,0.961533770971959,0.0491970801097537,0.967036679485888,0.564765046674567,-0.602244984147724,0.949671592008509,0.785153129973198,-0.358101666830482,0.979180442953242,0.67187442073964,0.464710859918126,0.998682844793179,0.656050189457452,0.582580906740842,0.958428402785477,0.86527297019989,0.223223697912077
CHOYP_MPI.1.1.m.35645,0.979445546193914,0.792698051054625,0.110597624773897,0.967036679485888,0.540519177079977,0.279110519353657,0.949671592008509,0.618612163767061,0.226860833890673,0.979180442953242,0.479758603796968,0.301212127635247,0.998682844793179,0.288154337182705,0.471549594352098,0.958428402785477,0.591555153983279,0.223223697912077
CHOYP_MPP2.1.1.m.62101,0.979445546193914,0.645198181297173,-0.160256285519196,0.967036679485888,0.619245104106394,0.180524299631607,0.949671592008509,0.305144137650853,-0.432102248274259,0.979180442953242,0.892153882691963,0.0496733606392823,0.998682844793179,0.327990273117312,0.349090776521063,0.958428402785477,0.499273365974073,0.266292419803963
CHOYP_MRP1.5.10.m.34368,0.979445546193914,0.961533770971959,0.0491970801097537,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.847123701102884,0.226860833890674,0.979180442953242,0.682695743827065,-0.535289140081874,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.464284782848224,-0.946701303530236
CHOYP_MRPL45.1.1.m.11763,0.979445546193914,0.961533770971959,0.0491970801097537,0.967036679485888,0.846506603809963,-0.18720748486888,0.949671592008509,0.531155711953646,-0.773139166109326,0.979180442953242,0.627121818677936,0.634635861360439,0.998682844793179,0.740747320649461,0.319546500907048,0.958428402785477,0.60652996605683,0.638261197190921
CHOYP_MRPS28.1.1.m.29259,0.979445546193914,0.27315409681338,-0.950802919890246,0.967036679485888,0.882575282352488,0.134720610018482,0.949671592008509,0.231697820141012,-1.35810166683048,0.979180442953242,0.342866173265258,-0.950326639360717,0.998682844793179,0.707075519749354,0.412655905298529,0.958428402785477,0.475527253760077,-0.776776302087923
CHOYP_BRAFLDRAFT_117937.1.1.m.18686,0.979445546193914,0.93342398295179,0.0491970801097534,0.967036679485888,0.664449320706469,0.250197827438418,0.949671592008509,0.314904161907609,0.605372457144404,0.979180442953242,0.463977927223128,-0.435753466530959,0.998682844793179,0.373049495128011,0.582580906740842,0.958428402785477,0.426036896358625,-0.499242326559014
CHOYP_MRPS35.1.1.m.20118,0.979445546193914,0.952897428298472,0.0491970801097534,0.967036679485888,0.0798134928913738,-1.86527938998152,0.949671592008509,0.307748262163964,-0.995531587445774,0.979180442953242,0.292883419575665,1.04967336063928,0.998682844793179,0.998386814123129,-0.00238159398031423,0.958428402785477,0.475527253760077,-0.776776302087923
CHOYP_MRRF.1.1.m.16730,0.979445546193914,0.966684175912718,0.0491970801097537,0.967036679485888,0.253772437490929,1.13472061001848,0.949671592008509,0.311623120994145,1.22686083389067,0.979180442953242,0.524065493502585,0.535100187809524,0.998682844793179,0.997917368449714,-0.00238159398031446,0.958428402785477,0.464284782848224,-0.946701303530236
CHOYP_MRT4.1.1.m.1698,0.979445546193914,0.637773781513367,-0.36584041916909,0.967036679485888,0.103415553538042,-1.32471100861881,0.949671592008509,0.268166019118517,-0.943064167551638,0.979180442953242,0.760742265055919,0.201676454084332,0.998682844793179,0.634840064262156,-0.324309688867677,0.958428402785477,0.862115194909527,-0.139346381472631
CHOYP_MSMB.4.5.m.40217,0.979445546193914,0.972795218079433,0.0491970801097538,0.967036679485888,0.731400300612477,-0.450241890702674,0.949671592008509,0.231697820141012,-1.35810166683048,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.703830878044193,-0.417419093259158,0.958428402785477,0.801506570364873,-0.361738802809079
CHOYP_MT.10.18.m.44063,0.979445546193914,0.952897428298472,0.0491970801097534,0.967036679485888,0.882575282352488,0.134720610018482,0.949671592008509,0.768378700600459,0.226860833890674,0.979180442953242,0.956581460547104,0.0496733606392823,0.998682844793179,0.565625102396218,0.483045233189927,0.958428402785477,0.81037186267553,0.223223697912077
CHOYP_MTA1.1.1.m.12640,0.979445546193914,0.411021584556714,0.332990046110345,0.967036679485888,0.198380608395299,-0.553335383666777,0.949671592008509,0.0729563312706396,-0.888616383529262,0.979180442953242,0.573087330643618,-0.27225473424808,0.998682844793179,0.711610506953717,-0.19502667192271,0.958428402785477,0.0561624895061143,1.05329869646976
CHOYP_MTAP.1.1.m.15433,0.979445546193914,0.103578256066782,-1.21383732572404,0.967036679485888,0.418359766376195,0.43428089187739,0.949671592008509,0.536302420026396,0.319970238282155,0.979180442953242,0.121388580068336,-0.950326639360718,0.998682844793179,0.0598099469495145,1.37613002927342,0.958428402785477,0.0437004462460331,1.75373841461086
