D_3_adj.ChiSq.pval	D_3_logFC	D_5_adj.ChiSq.pval	D_5_logFC	D_7_adj.ChiSq.pval	D_7_logFC	D_9_adj.ChiSq.pval	D_9_logFC	D_11_adj.ChiSq.pval	D_11_logFC	D_13_adj.ChiSq.pval	D_13_logFC	type
0.99422697396113	-0.00142899296021426	0.967036679485888	-0.0591026591211952	0.949671592008509	0.25349596039414	0.979180442953242	0.334554468771326	0.998682844793179	0.0632067476472624	0.958428402785477	0.267892747245805	protein
0.979445546193914	0.0511322850154663	0.967036679485888	-0.215138417616673	1.75836482358296e-07	-0.584610196639161	0.779297472465954	0.220425832732836	0.998682844793179	0.155939223221216	0.958428402785477	0.09502210868866	protein
0.979445546193914	-0.0170366182903328	0.967036679485888	-0.154237140880786	0.949671592008509	-0.330356676347578	0.979180442953242	0.200578930226997	0.998682844793179	0.27772632521242	0.0278822177493127	0.464864003841803	protein
0.979445546193914	0.119586408001152	0.967036679485888	0.171714817500683	0.949671592008509	0.263386709915787	0.979180442953242	0.182428569491053	0.998682844793179	0.161737785780792	0.981765106666288	-0.00810184819437776	protein
0.00895995962870972	0.841964465944312	0.967036679485888	0.216662223554658	0.949671592008509	0.216134427297615	0.979180442953242	-0.128418961674429	0.998682844793179	0.230279162809961	0.958428402785477	0.318380930952417	protein
0.00443512704028568	-1.46537609272	0.997011995802902	0.00347607674022932	0.949671592008509	0.226860833890674	0.979180442953242	-0.587756559976009	0.998682844793179	0.287125023214671	0.958428402785477	-0.487269684892938	protein
0.00735435582087548	-1.39826189686147	0.9874483023198	0.0144263763007695	0.949671592008509	0.170277305524307	0.979180442953242	-0.715861385723695	0.998682844793179	0.734584000185892	0.958428402785477	-0.584131224145527	protein
0.979445546193914	0.518682363410973	0.967036679485888	0.0472577687681426	0.949671592008509	0.396785835332986	0.979180442953242	0.129107828133687	0.998682844793179	0.496424262991127	0.958428402785477	0.100165301507738	protein
0.979445546193914	0.0135731703790327	0.967036679485888	-0.151274944258623	0.399875386926504	-0.504080972647762	0.979180442953242	-0.128968857904139	0.998682844793179	-0.42396193912593	0.978007666549162	0.00897636548446989	protein
0.0855117317828399	-1.27273101477761	0.967036679485888	0.134720610018482	0.949671592008509	-0.325680189138105	0.979180442953242	-0.715861385723695	0.998682844793179	-1.17230659542263	0.958428402785477	1.44561611924853	protein
0.000626665089178124	3.80408458227322	0.967036679485888	0.665235326717261	0.949671592008509	-0.0891666595570042	0.979180442953242	0.245593570614539	0.998682844793179	0.0236136145526302	0.958428402785477	0.149761535971056	protein
0.00782906241905379	-1.91427704386513	0.967036679485888	-0.227849469366226	0.958550978126798	-0.0950672609966885	0.979180442953242	-0.535289140081874	0.998682844793179	-0.324309688867677	0.978007666549162	-0.0398107079217165	protein
5.30169894277229e-05	-2.35679527956608	0.967036679485888	-0.758364186065006	0.949671592008509	-0.773139166109326	0.979180442953242	-0.419811922661938	0.998682844793179	0.775225984683237	0.958428402785477	1.44561611924853	protein
0.618382155144679	1.37112517499712	0.967036679485888	-0.602244984147724	0.949671592008509	-0.151650789363056	0.979180442953242	1.04967336063928	0.998682844793179	1.06800773391108	0.958428402785477	1.48625810374587	protein
