Day11_23C,Day11_29C,Day13_23C,Day13_29C,Day3_23C,Day3_29C,Day5_23C,Day5_29C,Day7_23C,Day7_29C,Day9_23C,Day9_29C,proteinID
59.33885,44.4423,61.5071,48.2611,44.6328,51.21365,41.0766,53.0563,57.54865,58.69715,64.0149,57.4884,CHOYP_EF1B.1.7|m.26504
12.8057,0,5.16295,0,0,15.6763,26.08305,25.4757,19.6999,32.67725,20.1539,20.34665,CHOYP_EF1B.2.7|m.30853
0,0,0,0,0,0,0,2.28155,0,0,0,0,CHOYP_EF1B.3.7|m.35082
0,0,0,1.343,0,0.48605,0,0,0,0,0,0,CHOYP_PHUM_PHUM370970.1.2|m.40102
0,0,0,0,0,0,0,0,0,0,0,4.7099,CHOYP_TSP1.1.1|m.43967
168.9061,153.14615,144.69235,134.7295,92.5038,123.1047,133.9079,117.56685,147.7596,129.7594,126.33685,162.80435,CHOYP_EF1G.3.3|m.63510
48.32825,61.66935,58.6749,32.3586,42.5762,38.95985,42.9289,51.6208,42.0901,67.9419,60.4746,56.0769,CHOYP_EF1G.2.3|m.50676
248.0131,215.0276,198.03735,183.2886,138.03715,193.91385,197.80085,229.15495,175.81705,188.7871,273.92685,222.3128,CHOYP_EF2.4.5|m.30186
10.05155,12.332,68.91795,34.9449,53.19405,61.4865,78.49435,69.5681,72.4112,55.00235,47.6688,10.4371,CHOYP_EF2.5.5|m.39855
0,0,0,0,0,0,0,0,0,0,2.2024,0,CHOYP_EEF2.1.2|m.44023
15.2024,23.9763,8.26345,18.62305,16.4873,17.40835,18.16,13.6771,11.0835,5.6515,15.9949,16.452,CHOYP_BRAFLDRAFT_200206.1.1|m.35419
96.56155,89.3158,103.46585,89.36085,105.5042,111.43525,101.1379,100.715,99.7897,100.8958,103.9243,95.7373,CHOYP_EF2.5.5|m.39856
40.0571,53.92505,39.05025,61.1424,37.7849,32.3948,45.16295,61.97745,37.46645,41.61255,37.5814,33.70955,CHOYP_EFCAB1.1.1|m.43342
6.4008,2.4182,4.8716,3.6831,4.2414,6.71135,5.69615,5.6319,6.72335,6.2237,5.29205,7.76135,CHOYP_EFGM.1.1|m.16632
23.53875,29.63615,17.8546,26.81955,31.0769,24.64425,23.45195,20.72225,19.15405,26.05515,27.64165,22.75945,CHOYP_EFHD2.1.1|m.22844
36.124,30.4047,36.6366,34.8541,30.1387,37.4447,32.194,44.42925,45.2092,37.88425,35.97515,36.95605,CHOYP_EFTS.2.2|m.66393
7.05125,14.15665,2.17935,6.4056,7.7467,3.2669,6.2327,1.78995,5.0582,1.9875,6.54645,8.4925,CHOYP_EIF1A.1.1|m.30303
49.718,41.857,54.473,42.4572,39.53045,44.0476,46.4472,45.1526,50.46955,46.0912,50.0952,51.41075,CHOYP_EIF3B.1.1|m.12232
11.17965,13.4011,14.43625,15.3254,15.41205,18.8734,16.7522,15.4811,16.3043,14.719,18.455,13.523,CHOYP_EIF4BB.1.1|m.51065
4.99235,2.59655,0,4.566,4.41085,4.6574,4.44275,2.5995,4.67115,5.5516,4.70595,4.84045,CHOYP_LOC100891402.2.3|m.27268
37.12185,25.6281,31.84535,30.9161,20.8714,27.54525,29.3107,33.1168,27.67395,28.1273,29.49215,31.8961,CHOYP_EIF4BB.1.1|m.51066
20.67285,18.73305,27.60785,20.67925,18.2154,21.15145,20.15785,24.92695,19.29045,22.90395,21.4755,25.99125,CHOYP_EIF4H.3.3|m.57962
14.79365,22.3562,6.0603,33.99985,8.71365,13.78795,13.16505,12.45515,16.19265,13.66865,9.2966,19.11275,CHOYP_BRAFLDRAFT_200527.1.1|m.601
363.8985,245.66555,240.5233,292.33845,352.3577,311.9791,380.49725,287.03825,273.24535,194.38305,269.13555,305.7476,CHOYP_EIF5A.1.3|m.22684
0,0,0,0.63185,0,0,0,0,0,0,0,0,CHOYP_EIN_155680.4.6|m.52358
0,0,0,0,0,0,0,0,0.5878,0,0,0,CHOYP_TVAG_012450.7.8|m.63509
1.825,0.9809,1.6658,0.8346,1.21035,2.1294,2.03545,2.74555,2.99635,0.55485,2.1576,1.326,CHOYP_ELP1.2.2|m.29114
64.5275,60.2795,64.1759,69.774,64.33795,68.59015,62.3928,57.9887,58.4275,47.8014,55.6239,63.2123,CHOYP_EMAL1.1.1|m.58030
8.7231,0,2.708,2.0225,7.7168,14.247,5.9484,8.7889,14.32205,12.11345,12.4031,10.5668,CHOYP_EMC2.2.2|m.21018
0,6.31365,10.1036,9.47185,14.6725,0,0,0,0,7.00925,0,0,CHOYP_LOC577551.1.1|m.30278
0.41105,0.1904,0.5029,0.37625,0.1713,0,0.1709,0.5547,0,0.3061,0,0.40005,CHOYP_ENOPH.1.4|m.8576
31.9824,6.76055,31.1213,24.3714,17.4447,32.926,31.7034,34.03015,29.0219,38.2454,27.54825,18.2614,CHOYP_ENPL.3.4|m.39476
31.5846,38.23035,5.48965,21.85585,28.14195,6.16655,6.41875,5.74905,17.90245,7.0232,5.0802,17.2202,CHOYP_ENPL.4.4|m.47194
37.99745,41.1429,56.06175,64.25095,14.37205,22.73665,19.2219,24.5262,22.76305,21.101,25.53445,39.3898,CHOYP_AGAP_AGAP002350.1.1|m.37287
4.6964,6.3504,6.2078,5.37735,4.8537,6.22405,5.59435,5.912,5.12435,6.10675,7.40745,6.0889,CHOYP_EP15R.1.1|m.14260
8.837,9.0248,0,5.3639,0,2.77785,0,5.90905,8.28335,9.7987,5.52835,11.37265,CHOYP_EPDR2.1.1|m.33988
0,0,0,0,48.20825,16.95745,3.5958,0,0,0,0,0,CHOYP_BRAFLDRAFT_201924.1.1|m.30855
21.6627,0,26.4157,25.3665,18.40385,20.2445,23.9537,1.82295,20.2558,10.57395,22.93515,0,CHOYP_EPN4.1.3|m.10807
21.5389,27.02845,12.6716,11.2217,9.2225,20.12885,23.81685,26.8941,9.10055,22.0858,0,35.1415,CHOYP_EPN4.2.3|m.66030
2.17545,7.3758,0,2.6697,5.85405,1.70765,9.862,0,2.04105,1.6275,3.07505,4.96825,CHOYP_EPRS.1.1|m.35443
62.4734,63.3025,64.60185,54.7781,49.269,63.4621,53.2095,53.40455,58.5094,43.8976,55.1248,54.0874,CHOYP_ERF1.1.1|m.37539
0.8674,0,1.05995,0,0,1.5461,0.7971,0.89635,0,0.976,0.81795,0,CHOYP_EVI1.1.1|m.62064
0.8976,0,1.0973,0,0,0,0,0,0,1.01025,0,0,CHOYP_LOC664087.1.1|m.19351
2.7221,17.8079,3.29795,14.78295,7.186,7.5813,8.453,10.9921,6.4086,9.03695,10.21375,7.90965,CHOYP_EVL.1.1|m.57134
2.74625,8.2592,3.3278,3.8413,2.4589,7.64995,8.52955,2.7662,6.4666,9.11875,10.3062,14.57275,CHOYP_VASP.1.1|m.15245
4.0041,2.0354,1.6916,2.4637,1.19,1.88295,2.3815,1.3884,1.26025,0,0.6955,1.30585,CHOYP_EXOC1.1.2|m.60
40.6135,34.2592,0,42.1574,32.37945,46.86725,37.3697,18.93525,0,6.11785,21.4373,40.8043,CHOYP_F10A1.4.4|m.44752
43.6546,36.8245,58.61665,5.44695,11.6057,14.97725,40.1679,51.59565,53.27035,48.67725,53.7565,43.85965,CHOYP_F10A1.2.4|m.11805
3.281,3.2217,3.881,5.86315,7.0446,8.93,5.6736,3.30585,5.9653,1.8137,3.10535,1.5915,CHOYP_F172A.2.2|m.58797
1.84365,1.599,1.2809,4.0845,1.858,1.96045,1.8653,2.3873,2.6915,3.21695,2.2343,2.2932,CHOYP_F179B.1.1|m.45817
90.14285,103.99755,46.92605,74.49135,7.57035,12.0017,19.0129,34.53235,32.06865,57.123,52.29585,70.605,CHOYP_FABP7.2.2|m.29096
0,0,41.61365,0,6.71335,10.64305,16.8605,30.623,14.53915,50.65625,18.2573,0,CHOYP_FABP6.2.2|m.59518
0,0,0,4.45105,0,0,0,1.71305,0,0,0,0,CHOYP_BRAFLDRAFT_202783.1.2|m.21505
0,0.7952,0.9403,2.6575,0,0,0,0,0,0,0,0.75645,CHOYP_FGD1.1.2|m.11030
23.5093,5.2404,9.46575,11.82965,2.3464,9.67455,11.50565,10.5203,14.46265,11.5321,14.74535,5.0274,CHOYP_FKBP13.1.1|m.43694
8.94555,6.02835,1.855,4.16735,11.79865,8.30775,6.58675,5.98165,6.91725,4.95955,6.92475,14.39045,CHOYP_FL2D.1.1|m.62439
0,13.52785,0,0,10.11835,10.6846,16.00015,0,0,0,0,8.73095,CHOYP_FLNA.6.6|m.37383
12.30605,0,22.9324,16.6339,10.0277,8.2071,0,19.956,20.9963,24.90005,19.9145,8.84495,CHOYP_FLNA.1.6|m.11089
6.702,7.1076,2.9841,5.431,0,3.59055,11.7455,3.17845,3.94205,2.34285,3.96995,2.0377,CHOYP_PHUM_PHUM076810.1.1|m.24070
33.58835,35.2326,128.7836,49.4305,81.5414,35.2787,33.6706,112.16945,67.2842,40.89295,95.96065,77.0798,CHOYP_FLNC.2.5|m.37450
16.6073,13.2959,0,9.98335,9.49805,20.8096,6.9623,0,3.64555,9.1751,0,4.4586,CHOYP_FLNC.3.5|m.38669
1.84,2.4722,0,0,0,0,0,0,0,0,0,0,CHOYP_FLNC.5.5|m.40834
55.62715,64.52485,1.03215,93.7741,0.5269,77.60375,74.4623,1.6348,37.8434,93.08815,2.28805,45.25935,CHOYP_FLNA.2.6|m.11845
11.2911,9.99835,15.4669,7.7451,18.6954,6.5872,7.50315,7.09065,11.86015,10.9788,5.32165,10.9475,CHOYP_FLOT1.2.2|m.59727
0,0,0,0,0,0,0,0,0,1.92765,0,0,CHOYP_FLOT1.1.2|m.21435
1.4654,0,1.79885,0,2.53545,2.7195,0,0,1.41805,1.63775,1.4253,1.44465,CHOYP_FMRF.4.4|m.62077
13.23995,9.23885,10.07235,16.61675,19.0237,13.88675,19.18505,10.8501,12.4176,10.0905,16.4723,13.6374,CHOYP_FMRP.1.2|m.37742
14.3121,16.67725,14.83395,22.3118,24.0518,34.09905,39.53675,32.519,36.8379,27.8859,37.87155,18.064,CHOYP_FND2.1.4|m.8542
37.062,32.06815,28.99435,29.8689,4.67485,27.9809,29.84215,41.7236,35.46465,38.24055,30.7709,37.63385,CHOYP_FND2.3.4|m.40482
1.71125,0.9066,0,2.33905,0,0,0,3.42465,0,1.90295,0.843,0,CHOYP_FND2.4.4|m.44570
15.725,17.4563,6.98375,15.6608,3.8,14.72055,21.69045,14.49655,25.5338,22.32265,13.66185,18.0751,CHOYP_FNTB.1.1|m.45546
92.3773,85.62195,70.2604,70.2246,72.5385,78.98835,78.82745,77.6037,82.82425,84.12545,91.962,94.50035,CHOYP_BRAFLDRAFT_203026.1.1|m.61263
7.5536,10.1807,12.20655,2.31715,8.86945,4.67675,8.8639,12.6619,14.07165,22.2712,7.1279,9.72105,CHOYP_FRIS.6.11|m.44036
0,0,0,0,0,5.40175,0,0,0,0,0,22.31205,CHOYP_FRIS.10.11|m.66055
5.2316,1.3753,4.74655,9.5051,8.0373,3.6392,4.61365,1.34095,4.81585,5.79265,1.29515,1.3064,CHOYP_FUMH.2.2|m.55401
0,0,0,0,0.673,0,0,0,0,0.47145,0,0,CHOYP_FUTSC.3.4|m.18545
29.73995,28.699,12.57175,20.0558,18.24655,19.2664,21.86965,16.9243,16.908,18.66665,15.87855,31.2714,CHOYP_GALK2.1.2|m.5222
0,0,0,0,1.09505,2.20135,1.0862,0,0,0,0,0,CHOYP_GALNS.1.1|m.66165
0.9777,0,0,0,0,0,0,0,0,0,0.89825,0,CHOYP_GATA1.1.2|m.16576
510.2815,442.1967,474.48625,427.26385,428.83955,452.8932,443.17085,513.4968,505.38215,521.9826,497.95185,453.33625,CHOYP_GBLP.3.7|m.20931
2.65675,3.69505,2.82975,2.42985,1.1751,2.7909,2.6559,4.0152,4.0335,2.95075,4.9981,3.22145,CHOYP_GEK.1.1|m.4939
72.94635,71.49345,64.54235,72.72175,10.74015,60.81085,61.84975,76.7592,69.2108,77.3614,69.6584,91.00445,CHOYP_GIGA6.1.1|m.38687
0.95145,7.37145,5.5644,20.92345,0,0,0,0,0.9213,1.06125,0,4.43255,CHOYP_GLB1L2.1.1|m.5029
4.39545,1.1787,0,2.02375,4.885,2.0643,1.04745,3.32885,2.07035,1.28635,2.0858,1.12535,CHOYP_BRAFLDRAFT_203655.2.2|m.20185
2.18335,0,0,0,0,1.9636,0.97425,2.1207,1.9694,1.22605,0,3.06365,CHOYP_GLT13.2.2|m.10604
46.7971,57.7437,63.4146,52.2329,46.00965,34.0208,46.34245,41.83065,34.01495,57.9091,54.4093,65.6253,CHOYP_GM2A.2.3|m.19346
6.25985,22.11285,7.62125,14.2182,13.8337,20.43105,22.2828,9.50385,17.5713,6.9611,11.8014,12.1236,CHOYP_GNA1.1.1|m.39198
1.22795,1.4933,1.49875,4.0491,2.395,2.29735,3.28435,3.47365,3.0173,3.28345,2.7934,2.627,CHOYP_GOLGA4.3.3|m.55461
37.5672,35.9719,28.0012,32.6046,42.47065,40.9328,31.6463,31.38765,35.1291,20.93085,39.4724,42.5539,CHOYP_GOLP3.1.1|m.52389
0.9161,1.8415,0,0.84415,2.32525,0.87145,1.5627,1.7693,2.48015,1.0312,2.469,1.7026,CHOYP_GPCP1.1.1|m.11490
70.16575,77.14445,89.0813,67.00315,67.4122,75.52645,74.8531,75.3808,69.8675,76.2284,68.90195,70.93595,CHOYP_GPDA.2.2|m.30755
44.32065,48.2886,58.1709,40.61235,42.21445,47.767,45.5172,48.2348,41.33065,56.90895,41.7676,36.40715,CHOYP_GPN3.1.2|m.6649
81.87765,68.984,71.89185,74.7722,68.20865,72.04395,88.8158,96.16265,72.16415,70.75975,81.2735,61.62985,CHOYP_GPSM2.1.1|m.58302
0,18.37555,0,0,0,0,0,0,0,0,0,17.84235,CHOYP_RPS24.1.8|m.571
8.02755,7.0702,13.43705,7.8059,6.20595,8.89715,8.9415,8.0881,10.75265,4.4689,8.9938,7.7881,CHOYP_GSLG1.3.3|m.66468
3.50185,3.5559,5.32815,3.2028,4.6449,4.8957,4.67455,4.44665,4.1113,1.9471,5.00695,4.24205,CHOYP_BRAFLDRAFT_204501.1.1|m.910
18.9139,16.35285,6.5665,14.79865,16.67245,17.60355,16.70475,13.6974,27.7079,14.97955,12.75295,18.3094,CHOYP_GUK1.1.1|m.48140
1.50435,1.48645,0,3.92245,3.80635,5.3543,6.3677,1.5155,5.42115,3.1912,2.7051,2.82545,CHOYP_GULP1.1.1|m.44407
0,0,15.9915,0,0,0,0,0,0,0,0,0,CHOYP_HAAF.11.13|m.44366
58.21275,50.38295,55.9537,47.1883,41.76485,44.10105,48.32405,59.9812,48.314,55.4968,52.84335,56.02055,CHOYP_HEX.1.1|m.43068
5.51665,2.7877,4.1968,3.7841,4.26945,3.2184,6.15275,4.85395,5.18625,5.36405,5.88295,3.3413,CHOYP_BRAFLDRAFT_90405.1.1|m.44167
15.85235,14.1573,10.01845,16.8424,0.39705,15.71485,19.63705,21.03625,20.796,21.3516,19.29295,17.76,CHOYP_HMCN1.23.44|m.42684
0.23725,0.24365,0.28085,0.5228,0,0.7084,0.67575,0.7651,1.06575,1.0545,0.7158,0.2345,CHOYP_HMCN1.19.44|m.39500
3.0338,2.4526,4.29925,7.0062,0,6.588,7.85235,5.9321,7.172,7.85665,6.62255,3.4666,CHOYP_HMCN2.9.12|m.44986
1.6482,3.33155,0,1.50745,0,0.8166,5.16255,3.3213,3.08435,0.96195,3.10735,2.3951,CHOYP_PGBM.2.3|m.44777
0.58305,1.10295,0,0,3.00015,0,0,0,0,0,2.82855,1.0723,CHOYP_HMCN1.5.44|m.7236
1.0255,0,5.077,3.52735,2.31175,2.7358,3.4483,7.75735,3.3303,4.2774,0,1.9116,CHOYP_HMCN2.6.12|m.33452
1.863,0,0,1.4663,0,0,0,0,0,0,0.6178,0,CHOYP_HMCN1.32.44|m.58935
1.0304,3.4354,1.22895,4.42345,0,0,5.1761,2.45305,0,0,0,2.87055,CHOYP_HMCN1.33.44|m.58938
0,0,0,1.35465,0,0,1.09035,0,0.87515,0,0,0,CHOYP_HMCN2.8.12|m.39297
0,0,0,0,1.6475,0,0,0,0,0,0,0,CHOYP_HMCN1.39.44|m.61047
0.5996,0,0,0.54045,0.5303,0,0.52625,1.1577,1.04545,2.41205,0.55255,0.57705,CHOYP_LOC589644.2.3|m.21781
96.3798,59.21635,74.16265,37.0392,98.6807,66.31275,69.8719,48.83395,59.23545,16.9625,45.0957,71.4331,CHOYP_HN1L.2.2|m.9837
68.1714,83.4096,43.78625,72.42165,44.47595,36.90825,35.07235,53.7953,60.81375,88.00605,61.46505,101.0235,CHOYP_LOC101157371.3.3|m.51109
116.0876,109.70495,99.3859,89.6695,82.3203,94.97425,86.28565,94.82665,79.95695,97.17895,88.68655,123.8449,CHOYP_HNRPR.1.2|m.44125
0,0.6968,0,1.18175,0,0,1.73235,0.692,0.643,0.772,0.64875,0.67485,CHOYP_HOIL1.2.3|m.54310
7.47795,16.59585,7.25965,15.02075,7.9002,8.3488,11.92865,5.9699,15.3779,9.98445,19.6363,14.45435,CHOYP_HOW.5.5|m.58452
1.2253,0,0,9.7491,36.76145,5.6235,7.3748,7.1539,0,8.03875,2.24625,0,CHOYP_BRAFLDRAFT_204736.1.2|m.27864
0,17.85815,10.78325,13.54245,5.26165,2.80235,6.98145,1.9761,1.85025,9.8091,12.0014,8.57375,CHOYP_HS12A.25.33|m.60352
10.7764,3.34065,10.06305,9.0194,3.645,7.7048,1.4708,5.83965,5.3596,6.45515,6.28405,7.197,CHOYP_HS12A.14.33|m.41988
0,2.97085,7.15765,6.73605,1.3453,0,5.23185,1.5512,6.90215,0,0,1.4715,CHOYP_HS12A.12.33|m.39763
77.56985,68.81,73.1909,70.16115,64.01365,74.3205,73.5656,70.81825,69.86845,68.43555,69.77885,70.93785,CHOYP_HS74L.1.1|m.24610
0,1.37815,0,2.4051,6.90145,2.486,5.74725,0,2.43625,0,1.29785,1.30915,CHOYP_HSF1.2.2|m.38636
207.90135,175.804,160.4684,206.88285,126.9403,146.89205,171.74285,182.0329,117.95255,199.51815,168.5778,201.44025,CHOYP_HSP7D.2.3|m.34782
110.4742,120.8535,151.07635,153.6893,123.3605,120.9052,108.79245,133.2981,114.31075,150.2686,104.82245,112.385,CHOYP_GRP78.2.5|m.33058
0,0,0,0,0,0,0,0,0,0,1.3395,0,CHOYP_LOC100200137.1.1|m.23041
0,0,0,0,1.68095,1.77495,0,0,0,0,0,0,CHOYP_HSP70.1.1|m.61727
180.12435,192.604,183.86705,180.31975,134.85675,167.22465,164.71895,191.9391,153.46425,144.59135,165.6975,193.4094,CHOYP_HSP90AA1.1.1|m.14867
0,0,0,0.8932,0,0.92215,1.68745,0,0,2.0733,0,0,CHOYP_HS90A.3.3|m.28299
51.31125,61.33075,56.7975,57.33565,65.9412,87.0834,53.80155,54.0807,56.6563,80.38925,48.3676,49.7611,CHOYP_SC31A.1.2|m.8241
9.42565,28.82765,20.5691,30.9295,25.19035,31.5213,31.05075,26.5573,28.637,19.9818,26.96185,27.6437,CHOYP_SYYC.1.2|m.23460
28.02075,30.4795,0,0,0,0,0,0,0,0,0,29.22775,CHOYP_SYYC.2.2|m.58390
1.08775,0,2.5458,1.8728,0,1.91035,0.9492,0,0,1.19415,0,3.9708,CHOYP_HSPA12A.16.27|m.48207
0,0,2.0682,0.80055,0,0,0,0,0,0,0.8453,0,CHOYP_HSPA12A.2.27|m.15188
1.9019,1.9129,2.6522,3.00425,1.68665,1.777,2.17715,2.19425,1.78785,0.9537,0.76555,1.3204,CHOYP_HSPA12A.21.27|m.57005
2.69325,2.73085,3.7557,3.1537,2.37985,0.4086,2.0673,1.62495,1.4291,0,3.27655,2.24075,CHOYP_HSPA12A.9.27|m.34375
0.8719,1.32505,0,0.82045,0,0.8295,0,0,0,0,0,0.80785,CHOYP_HSPA12A.15.27|m.45635
0.8563,0,0,0,0,0.81475,0,0,0,0,0,0.4453,CHOYP_BRAFLDRAFT_208293.10.20|m.53518
0,4.92695,3.0122,2.30235,0,4.5447,0,0,0,0,0,0,CHOYP_HS12A.10.33|m.38139
0.91735,0,0,0.8453,0.8249,0,0,0,0.8571,0,0,0.90465,CHOYP_HTF4.1.5|m.16262
0,0,0,6.7542,0,0,3.36075,1.87455,1.73535,0,1.80985,1.83465,CHOYP_ITF2.1.1|m.1446
4.0014,4.4591,4.5379,4.0345,4.27025,5.5379,6.3912,6.1197,7.12105,4.60675,6.1136,3.87975,CHOYP_HUWE1.1.2|m.566
51.7511,50.2844,78.2177,74.93805,39.43645,61.87515,64.6181,69.0164,62.9981,80.5989,65.4556,59.25495,CHOYP_BRAFLDRAFT_204736.2.2|m.63327
6.2423,6.3574,15.2688,7.64685,12.93195,7.81105,16.71665,12.6938,19.6317,9.2975,11.8881,4.05325,CHOYP_HYI.1.1|m.10528
32.741,27.1031,33.3964,34.3176,25.3027,28.3703,30.793,36.6419,30.7194,41.7475,30.94445,31.8097,CHOYP_HYOU1.2.3|m.12568
19.7982,16.68405,19.5493,15.5698,17.5219,18.0689,20.5785,20.9642,18.97715,19.4509,22.713,21.0739,CHOYP_IARS.1.1|m.27559
16.566,7.1458,16.5487,8.09095,13.05165,11.0314,18.3893,14.84745,16.02775,10.5101,17.2439,11.4702,CHOYP_IDE.1.3|m.8450
0,1.0621,0,0.92465,4.01395,0.52025,0.50575,0.55235,0.53195,1.12425,1.43755,0.5389,CHOYP_IF122.2.2|m.59794
0.4217,0,4.12965,0.6893,1.66725,0,0.38095,0.42445,0.3959,0.8381,0,0,CHOYP_IFIH1.10.14|m.60393
0.7967,0,1.84325,0,6.0176,5.6536,4.72435,0.80225,0,0,0,0,CHOYP_LOC100378083.1.3|m.26711
0,0,0,1.404,0,0,0,0,0.75455,1.7071,0.76135,0,CHOYP_LOC100378083.3.3|m.65631
0,0,3.4433,0,0.8805,0,0,0,0,0,0,0,CHOYP_IFIH1.3.14|m.24387
13.0834,19.2362,5.81705,14.1822,9.4849,11.13085,11.7003,13.1486,5.56385,6.6443,7.82055,8.09955,CHOYP_IMA2.1.2|m.35753
0,47.1473,28.49935,55.72395,0,0,4.1626,4.83285,0,15.64755,0,4.60155,CHOYP_IMSP5.2.2|m.17779
213.40795,206.34535,188.03335,211.99215,176.56625,182.18605,210.60255,183.17295,182.8177,207.05465,174.8871,198.2211,CHOYP_INSI2.1.1|m.59456
0,0,0,0,26.10965,0,0,0,0,0,0,0,CHOYP_PROF.2.2|m.41295
6.65295,8.9837,10.09435,14.07095,9.41845,10.4958,8.4049,11.95035,10.01635,3.28965,8.36445,10.3357,CHOYP_2A5D.3.3|m.37716
26.0623,24.3008,19.55215,18.3549,17.7223,18.72235,17.8127,24.2089,16.8643,20.0964,18.91755,21.38955,CHOYP_ABCB6.2.3|m.11344
78.35645,67.8339,72.6266,81.77405,62.62085,76.53055,66.36695,71.43435,69.779,87.01695,70.41675,79.55635,CHOYP_BRAFLDRAFT_206907.11.11|m.60961
36.34675,32.3183,40.93495,35.2641,28.73455,37.5397,44.5892,42.75215,40.76985,37.39635,36.368,39.5449,CHOYP_IPO5.1.1|m.25693
5.8795,7.11435,8.54025,8.0166,8.2692,9.81665,11.4215,13.5756,12.57415,11.06445,12.66895,9.6429,CHOYP_IPO9.1.4|m.24013
2.2498,3.3999,0,0,1.98775,2.0989,1.03795,2.2668,3.1776,1.29475,1.1282,5.45605,CHOYP_IRAK4.1.1|m.23405
21.8423,13.72415,16.5678,17.3382,16.83485,15.2309,19.372,21.8575,17.87025,18.1553,15.3897,21.0929,CHOYP_ISCU.1.1|m.37414
2.5593,5.00415,0,2.28925,4.43575,2.353,4.39855,2.5786,0,0,0,2.4444,CHOYP_ISCW_ISCW001190.1.1|m.26579
62.0628,34.464,53.37585,46.8567,53.80155,70.4429,59.5672,63.80825,74.13475,78.57755,60.94165,59.04735,CHOYP_ISCW_ISCW001592.1.2|m.20852
56.88565,67.8618,83.4868,82.73905,67.03625,70.7832,76.5935,70.7678,81.9145,76.26895,68.8166,76.3946,CHOYP_ISCW_ISCW003477.1.1|m.37800
0,0,0,4.49215,8.67825,0,4.4778,0,0,10.919,4.75725,0,CHOYP_ISCW_ISCW004420.1.8|m.5439
0,0,0,3.0357,5.83295,0,3.02605,0,3.0799,0,3.2139,3.24255,CHOYP_BRAFLDRAFT_129004.15.15|m.60150
0,0,0,0,0,0,0,1.2939,0,1.39765,0,0,CHOYP_ISCW_ISCW006277.2.2|m.66212
84.5167,45.56015,65.86895,41.2301,63.7133,96.72355,71.10185,71.3455,57.6191,58.50995,57.9083,101.97165,CHOYP_NUCL.2.2|m.21719
23.5886,19.67495,23.6658,8.8765,9.8216,15.5534,17.3012,16.7515,15.69065,17.02465,11.71505,21.5494,CHOYP_RPL36.1.1|m.57199
46.5066,33.74005,58.33875,35.9023,48.7525,39.28935,45.1776,43.691,50.2969,45.2295,49.23055,39.4216,CHOYP_NUCL.1.2|m.19135
191.90435,172.75115,153.03145,121.42525,166.5921,169.38875,183.2932,179.47175,156.9453,147.58925,180.86295,162.5377,CHOYP_BT3L4.1.1|m.2144
0.81775,2.69015,4.60785,3.4715,0.38545,1.4113,0.3826,0.4368,1.77855,2.52695,2.493,3.6684,CHOYP_ISCW_ISCW007151.1.2|m.41781
8.69405,5.91215,3.5443,4.00855,7.7098,4.0699,5.1814,5.8261,6.8356,4.86395,9.53545,11.29045,CHOYP_BRAFLDRAFT_206907.5.11|m.19273
7.5224,12.61375,9.1171,7.97785,0,5.8184,7.7894,7.57955,4.7155,5.538,5.94175,9.68085,CHOYP_ISCW_ISCW009328.2.2|m.65633
7.2292,0,0,6.6809,2.188,6.78325,2.2372,0,0,0,11.39565,4.70435,CHOYP_ISCW_ISCW010143.1.3|m.17397
0,0,5.0475,3.8499,7.26135,11.4899,7.3139,12.36425,7.68995,0,0,0,CHOYP_ISCW_ISCW012228.1.2|m.57884
14.13075,7.955,7.67665,4.32975,0,2.9844,1.472,7.9238,2.95145,1.7953,7.40865,15.2922,CHOYP_ISCW_ISCW012957.1.2|m.51659
10.44075,5.2404,12.6257,7.1397,9.16245,9.67455,9.2287,10.4486,9.7032,8.66325,12.1782,7.54735,CHOYP_ISCW_ISCW013289.2.2|m.18741
7.0501,5.16285,3.888,8.2021,5.079,6.55455,6.834,7.0683,4.7344,2.84035,6.57055,4.95915,CHOYP_ISCW_ISCW013378.2.3|m.11858
2.64925,5.3261,2.4587,3.0292,5.23965,3.74785,4.2074,3.41415,1.30615,2.9302,0,0,CHOYP_ISCW_ISCW013378.3.3|m.20296
0,0.7105,0,0,0.6235,0,0.6186,0,0,0,0,1.2555,CHOYP_LOC100908241.1.1|m.52509
3.52915,4.14435,2.1491,5.39145,2.08135,6.58785,3.68465,2.9725,4.3819,2.62275,3.34535,2.28405,CHOYP_ISCW_ISCW014481.1.1|m.61217
16.34655,9.0456,17.14235,17.5953,16.37315,15.9017,11.2218,11.2121,15.28355,17.3209,16.1517,15.81365,CHOYP_ISCW_ISCW014579.2.2|m.5327
0,0,0,0,0,0.32105,0,0,0,0.3706,0.3185,0,CHOYP_ISCW_ISCW015061.1.1|m.51
10.8354,6.85715,3.29795,12.3602,19.14055,10.10115,18.0956,12.30055,16.4988,13.5332,12.76725,13.1321,CHOYP_ISCW_ISCW016289.1.1|m.12312
3.60975,6.5558,3.50825,2.634,8.26805,4.0301,3.8444,7.96975,4.01645,4.8039,6.0968,4.88485,CHOYP_BRAFLDRAFT_208090.1.1|m.45354
53.74715,57.4523,21.8449,38.29095,42.28755,36.2756,55.7816,21.13255,44.87535,16.611,48.06355,63.8026,CHOYP_ISCW_ISCW017350.1.1|m.11950
7.5959,9.03335,15.4865,27.86355,10.11525,11.8573,15.7849,15.4463,7.1395,16.97045,12.1087,12.33035,CHOYP_ISCW_ISCW017519.1.2|m.935
