Day11_23C,Day11_29C,Day13_23C,Day13_29C,Day3_23C,Day3_29C,Day5_23C,Day5_29C,Day7_23C,Day7_29C,Day9_23C,Day9_29C,proteinID
4.3679,2.2411,0,2.02965,1.97885,8.1673,11.6353,8.82075,2.13675,4.86775,8.25245,6.3715,CHOYP_LRP12.1.2|m.30870
1.6921,0.9131,2.0601,2.31285,11.20675,1.57855,4.5174,0.89075,5.52625,2.8271,0,0,CHOYP_BRAFLDRAFT_117631.1.1|m.45793
0.56105,0,0,0,0.50655,0,0,0,0,0,0,0,CHOYP_LRP1B.1.2|m.7346
0.18505,0.2767,0,0.3742,0.17065,0.17735,0.29045,0.18605,0.17565,0.3044,0.3849,0.3148,CHOYP_LRP2.6.7|m.41365
0,0,0,0.3052,0,0,0.49115,0.33185,0,0.35535,0.3145,0.3169,CHOYP_LRP4.5.5|m.48010
46.7058,64.07985,59.3314,89.73365,54.85595,74.73465,62.9643,68.59725,51.2124,77.2316,44.12805,60.85035,CHOYP_LRP5.1.3|m.18025
11.70365,18.5831,7.1118,17.526,0,1.6023,7.46395,9.25875,10.1636,10.21975,13.43645,15.3724,CHOYP_LRRX1.6.11|m.41895
8.31245,19.4876,20.14175,12.64165,7.3796,10.27835,17.1505,11.0403,15.4852,6.21485,15.6005,18.71405,CHOYP_LSM12.1.1|m.24998
60.544,50.9715,61.30075,36.83225,35.5583,51.6715,44.7977,45.71705,42.3013,39.1576,42.78615,63.4378,CHOYP_LSM2.1.2|m.54283
16.25245,21.89635,13.2513,9.95465,14.41245,15.24535,14.59245,16.5248,10.18395,12.1035,20.34705,0,CHOYP_LSM3.1.1|m.9505
14.334,4.81175,0,0,4.24185,0,0,19.16955,0,21.15735,13.37545,0,CHOYP_LSM7.1.1|m.3617
0,0,0.85715,0.9623,0,0,0,0.7691,0.38565,0,0,0,CHOYP_LTN1.1.2|m.7693
0,0.6584,0,1.6613,0,0.61535,0.5979,1.2246,0,0,0.6132,0,CHOYP_BRAFLDRAFT_117675.1.1|m.33772
5.2161,5.2644,4.2146,1.65055,6.10935,8.0783,3.08065,0,1.63875,1.98425,14.60185,8.38685,CHOYP_LYAM3.2.4|m.3333
20.31665,31.72005,16.46525,34.9773,41.8056,31.5356,38.2429,15.92825,31.5948,17.53325,23.55025,30.5741,CHOYP_LYPA2.1.1|m.45740
91.2277,124.85425,71.75085,102.5901,59.8864,57.7524,62.86655,65.31665,52.33295,78.6112,72.2189,100.00325,CHOYP_LYS3.1.1|m.31221
0,0,0,0,0,0,0,0,0,2.0335,0,0,CHOYP_M2OM.1.1|m.11786
0,0,2.21855,0.8925,0.85705,0.9024,1.62165,0,0.8863,1.0582,0,0,CHOYP_MA1B1.1.1|m.22675
0,0,0,0.94605,0,0.53385,0,0,1.0362,0,0,0,CHOYP_MA2A2.1.1|m.8261
0,0,0,3.66805,0,0,0,0,0,0,0,0,CHOYP_MA2C1.1.1|m.46709
40.1266,42.1724,35.7315,35.2782,35.476,46.12945,34.3897,51.3893,43.3116,53.26705,58.00765,37.45205,CHOYP_MABP1.1.2|m.21699
1.43995,1.45535,0.9256,2.634,0,1.38955,1.2815,0.76545,0,0,0.7401,0.7498,CHOYP_MALT1.1.1|m.53909
0,0.6524,2.87565,3.76255,2.14215,2.7528,0.5686,1.79305,1.176,0,1.11325,0.62395,CHOYP_MAN2B1.1.1|m.38450
4.852,7.33605,0,24.3824,6.42485,2.3197,8.5791,9.71015,13.7057,5.4721,11.39565,2.39635,CHOYP_BRAFLDRAFT_117737.1.1|m.4255
1.4228,0,0,0,0,1.31715,0,0,0,0,0,1.36645,CHOYP_MANL.2.9|m.16934
148.68635,101.79665,58.36875,61.387,72.0194,71.6121,59.61845,72.38995,67.2017,58.6707,72.1551,130.1075,CHOYP_MANL.5.9|m.42622
0,0.3348,0,0.8244,0,0,0,0,0,0,0.31755,0,CHOYP_MCA3A.1.2|m.24375
19.9792,15.19425,18.28005,17.526,22.85415,20.23775,19.28565,19.32345,19.53175,23.20935,19.62255,21.0251,CHOYP_MCCA.1.1|m.18170
24.49855,15.798,18.23925,9.9796,22.25545,24.78355,32.72705,30.9059,28.63835,15.9075,26.96235,19.1472,CHOYP_MCM2.1.1|m.14569
20.35865,11.79655,28.35845,18.6527,31.50665,31.9134,38.2045,38.11105,34.07465,25.8907,34.27925,19.0333,CHOYP_MCM3.1.1|m.14853
12.04135,9.4397,13.8483,9.1842,16.54915,18.10005,18.47825,23.58115,16.91185,14.1305,21.95385,15.5666,CHOYP_MCM4.1.1|m.61253
38.52825,38.849,56.20725,42.2669,25.49145,37.6841,46.15705,48.4846,39.6007,44.93615,43.46145,44.76625,CHOYP_MCM4.1.1|m.61254
9.8047,1.71335,1.0436,2.26205,8.6431,9.8802,10.9296,9.04635,14.53605,2.71515,12.321,6.3193,CHOYP_MCM5.1.1|m.48534
36.53425,46.0759,38.85375,54.1599,36.24195,44.67635,60.8573,66.5105,40.646,68.45445,40.7901,44.2141,CHOYP_BRAFLDRAFT_117811.1.1|m.27127
10.78285,5.06135,13.1703,8.37935,11.0364,12.41085,11.8473,10.9099,9.3423,11.1032,12.6019,9.68485,CHOYP_MCM7.1.1|m.50070
1.04075,0,0,0,0,3.6475,3.50225,3.93935,1.82915,2.1739,2.77965,1.89545,CHOYP_MCMBP.2.2|m.18631
128.4354,144.41825,92.4813,138.65565,89.46845,109.686,106.35345,110.9824,108.30365,92.4763,136.21565,129.7466,CHOYP_MDHC.1.1|m.57053
124.0124,117.1464,114.85725,117.9312,109.67045,112.69545,98.69695,109.96255,111.49345,125.1471,129.4055,112.3085,CHOYP_MDHM.1.1|m.43603
0.26135,0.25875,0.50775,0.2386,0.2347,0.24395,0.55915,0.47595,0.773,0.46375,0.59295,0.45335,CHOYP_MDN1.4.8|m.6155
65.43915,47.10675,66.4236,54.4519,61.3506,54.5935,56.4705,58.95065,58.38185,61.748,56.00605,54.8113,CHOYP_ME3.1.1|m.58433
7.9075,6.37605,9.599,7.19665,6.964,8.82835,8.4215,8.011,13.3097,6.9984,11.89385,7.6423,CHOYP_MECR.1.1|m.6989
0,0,5.29735,3.95275,11.427,8.07765,11.5697,4.45705,0,0,8.3213,4.2231,CHOYP_MED21.1.1|m.6955
4.55905,2.33205,0,4.16965,8.05605,4.25315,6.0591,2.37825,8.45045,5.06975,0,8.84065,CHOYP_MED4.1.1|m.12006
15.41505,10.8319,9.3269,8.41345,10.8299,10.0081,10.8794,6.179,8.66175,8.5163,7.2018,10.3946,CHOYP_MEF2A.1.1|m.21731
2.7354,0,0,0,0,2.52875,2.37685,0,0,0,0,0,CHOYP_BRAFLDRAFT_117821.1.1|m.16201
2.22085,1.18285,6.7611,7.1204,1.03355,8.27555,8.90665,8.9505,14.5853,9.9029,11.49635,1.1293,CHOYP_MEG10.78.91|m.58715
0,0,0,0,0,0,0,0.96505,0,0,0,0,CHOYP_MEG10.9.91|m.20215
1.2297,2.3526,0,0,0,0,0,0,0,0,0,0,CHOYP_MEGF6.3.59|m.2378
0.32565,1.37695,0,0.7435,0,0,0,0.32025,0,0.35095,0.3107,0,CHOYP_MEGF6.36.59|m.43203
1.5397,1.59065,1.89065,1.44645,0,2.85965,2.68785,0,2.9297,0,2.8471,2.92845,CHOYP_MEGF6.55.59|m.59497
32.00465,25.36785,44.4913,21.9899,13.10815,19.17535,22.30325,26.4149,23.4653,30.48865,26.89205,26.5665,CHOYP_MEGF6.8.59|m.7292
23.00765,6.7304,15.94465,16.38705,15.9284,22.9039,32.0504,19.92875,23.0051,16.3393,17.05235,25.3722,CHOYP_MEP50.1.1|m.12931
0,0,0,0,0,0,0,5.11455,0,2.8586,2.4023,0,CHOYP_MESD.1.1|m.52095
3.51205,7.0654,6.4114,6.4597,31.02975,22.92555,20.3357,12.40925,13.1444,7.7918,11.6705,3.46365,CHOYP_MEST.2.2|m.55065
17.85205,30.08155,24.113,36.2284,45.51445,44.3444,43.9478,37.88745,29.65035,28.5993,24.36445,19.19345,CHOYP_METEV_0975.1.1|m.28991
0,0.75895,0,1.93595,1.25135,0,0,0,2.00045,0.8414,0,0,CHOYP_BRAFLDRAFT_117849.1.3|m.2806
11.52975,5.83285,5.8542,6.15825,6.79675,4.48425,11.15055,7.27535,18.4418,8.0198,16.70565,11.18695,CHOYP_METH.1.1|m.18095
0,0,0.27695,0.2188,0.21445,0.2246,0.33215,0.60635,0,0,0.40775,0,CHOYP_MGA.2.2|m.66484
3.41415,1.74305,4.0409,6.07125,1.51995,7.7366,7.4036,3.44,3.10555,1.8864,6.41255,1.66305,CHOYP_MGC78792.1.1|m.45233
0,2.17505,0,1.97615,0,0,0,0,0,0,0,0,CHOYP_MGC81574.1.1|m.8983
64.73335,60.804,89.55315,73.3476,76.7823,81.0825,73.4735,65.2229,66.74065,69.38105,73.64715,62.6701,CHOYP_MGC82409.1.1|m.44657
4.39155,4.45295,3.06285,3.4621,4.4458,2.3457,1.6708,1.8913,1.75325,2.10045,1.78755,3.6568,CHOYP_MIB1.2.4|m.35815
0,0,0,1.7057,0,0,0,0,0,0,0,0,CHOYP_MIB1.4.4|m.64019
2.37175,3.8457,3.47585,3.92965,2.52145,1.77495,0.88545,2.40275,1.3598,1.5894,1.3526,3.2294,CHOYP_MIB2.2.6|m.23029
0,0,0,0,4.919,2.63955,4.95455,0,2.7041,0,2.71815,0,CHOYP_MICPUN_58704.1.1|m.54967
0,13.7275,5.57355,8.30805,4.073,4.27505,8.0838,9.1524,8.4994,5.12555,0,4.44275,CHOYP_MIF.2.2|m.30795
0,0,1.03825,0.7834,0,0,0,0,0,0,0,0,CHOYP_BRAFLDRAFT_117849.2.3|m.4489
0,0,0,2.36105,0,1.2507,2.3172,0,1.28065,2.9066,2.4334,0,CHOYP_MINP1.1.1|m.13284
0.49655,0.1743,0.45355,0.2271,0.65865,0.46325,0.878,0.25015,0.34625,0.32475,0.46415,0.48085,CHOYP_MINT.1.1|m.54605
3.70565,11.18025,9.0839,20.4117,0,0,3.30475,11.1506,0,4.1914,3.48465,7.25425,CHOYP_MLE.4.9|m.38686
4.34585,6.60895,10.58195,7.9494,9.59425,6.0756,7.73485,8.7573,8.13255,4.8327,8.19305,2.15155,CHOYP_MMAC.1.1|m.8063
3.62085,3.05525,0,3.8696,3.7336,2.8165,4.2963,1.21605,4.4743,2.0099,2.8538,3.51645,CHOYP_MMS19.1.1|m.18650
2.39895,2.4432,0,0.7928,2.12735,0.80155,2.2227,0,1.52465,0.94765,2.2589,1.61155,CHOYP_MNB.1.1|m.14023
13.395,11.7576,20.3162,19.8237,14.7434,17.13755,20.7901,16.90535,15.61355,22.2678,17.3292,12.92735,CHOYP_MO25.1.1|m.62210
12.8253,14.2703,14.0514,14.0242,21.54985,20.32995,13.6662,10.3377,14.44585,15.6813,15.6961,14.9221,CHOYP_MO4L1.1.1|m.8106
4.2042,4.24315,6.79395,6.3938,1.27945,9.1067,9.93205,4.23615,13.00375,3.168,5.22175,1.406,CHOYP_MONBRDRAFT_34536.1.1|m.30219
2.1226,1.10175,1.3276,4.8148,3.7128,4.8976,3.73965,3.19,1.96595,4.66155,0,3.05325,CHOYP_MONBRDRAFT_34989.1.1|m.34385
4.5742,6.0432,9.0592,2.72155,2.68575,5.5442,9.25115,7.51605,4.15,6.63445,5.61005,2.928,CHOYP_AAEL_AAEL011391.1.1|m.10090
4.23355,2.8396,3.4207,3.8687,45.9083,10.477,8.7348,7.01885,10.5155,9.38855,5.2524,2.72415,CHOYP_BRAFLDRAFT_117858.3.3|m.61651
2.8789,5.81425,3.49625,2.70485,2.5354,2.6769,3.0526,4.07365,2.1491,2.56045,2.69725,3.90135,CHOYP_MORC2.1.1|m.6240
0.8642,0,1.02905,1.46935,1.41945,1.4988,2.15395,0,1.50325,0.94765,0.81995,0.8269,CHOYP_MORC3.1.2|m.38178
35.074,46.6219,42.72485,47.30745,24.48635,41.3413,37.87555,27.94445,36.26505,26.69535,38.3095,41.1999,CHOYP_MP2K5.1.1|m.45312
12.07045,10.50165,12.57175,9.4442,3.0411,8.04145,7.63765,5.2258,6.44115,11.46405,6.4891,10.0035,CHOYP_MP2K6.1.1|m.38188
0,0.40315,0,0.3701,0.61175,0.69775,0.92015,0.40355,0.36775,0,0.37085,0.7196,CHOYP_MPHOSPH9.1.1|m.9795
22.6112,32.97505,31.07135,36.3421,26.3066,29.11075,21.50205,27.08675,23.8821,28.3526,25.37415,31.61845,CHOYP_MPI.1.1|m.35645
28.5208,37.41145,25.7628,30.98365,32.70255,29.6195,27.3146,32.00645,27.7537,20.01675,28.86935,29.7436,CHOYP_MPP2.1.1|m.62101
0,0,0.51985,0,0.6812,0.71925,0,0,0.40385,0.4808,0.40725,0,CHOYP_MRP1.5.10|m.34368
3.21115,4.87345,0,2.93095,2.83135,2.98965,4.29645,3.2288,2.99845,0,0,1.6074,CHOYP_MRPL45.1.1|m.11763
3.10575,6.2616,7.5847,2.85195,16.4219,5.7799,8.2342,9.2851,11.70415,0,11.6804,3.061,CHOYP_MRPS28.1.1|m.29259
21.22375,35.8443,38.9402,26.1428,31.37895,33.16855,31.4561,39.23475,26.3455,43.5242,40.0816,27.5791,CHOYP_BRAFLDRAFT_117937.1.1|m.18686
1.71445,1.7714,4.10865,1.6103,5.96325,6.2966,9.0096,0,7.864,1.9356,1.6673,6.54405,CHOYP_MRPS35.1.1|m.20118
5.6909,5.75945,2.36745,0,1.7379,1.82265,1.7236,7.6272,0,4.23815,5.3482,9.23345,CHOYP_MRRF.1.1|m.16730
18.35995,13.90975,11.1011,10.44725,12.07385,8.49415,18.33695,4.59345,15.05155,5.06975,15.07735,17.68125,CHOYP_MRT4.1.1|m.1698
6.3587,3.2935,0,0,0,0,2.9164,0,12.01215,0,0,0,CHOYP_MSMB.4.5|m.40217
16.4002,27.8026,13.37175,19.9794,19.4077,20.4925,14.59705,16.675,25.59375,30.50385,15.44255,15.98665,CHOYP_MT.10.18|m.44063
11.65835,10.1348,7.1118,16.7882,15.4787,20.2422,20.0768,13.4735,18.67695,9.26915,14.18325,11.32955,CHOYP_MTA1.1.1|m.12640
6.30775,23.38025,2.62435,21.31335,18.65185,5.90565,20.6512,29.7932,25.65385,32.8827,27.80665,12.2771,CHOYP_MTAP.1.1|m.15433
7.38425,3.7392,12.44975,2.6281,5.75805,7.8054,17.40025,16.82875,24.41355,27.8677,26.22195,9.9229,CHOYP_MTHR.1.1|m.54596
2.13075,3.24035,1.34565,0,1.9278,0,0.98565,0,0,0,2.02475,2.12105,CHOYP_MTMR9.1.1|m.26430
2.70055,5.38565,0,2.4153,0,0,0,0,0,0,0,2.57915,CHOYP_MTNB.1.1|m.16051
16.10865,12.2485,0,0,3.5991,11.26015,0,0,0,0,0,11.7041,CHOYP_BRAFLDRAFT_118250.1.1|m.11178
0,0,1.8284,1.3345,3.22455,1.3612,2.614,2.1951,0,0.8653,0,0,CHOYP_MTR1.1.1|m.59840
0,0,0,0,0,0,1.6855,0,0,4.0345,1.7887,0,CHOYP_MTX1.1.1|m.43691
0.29145,0.73975,0.3483,2.455,0,0.508,0.4356,1.4864,0.92475,1.3596,2.31495,1.42385,CHOYP_MUC4.1.1|m.41314
25.1387,9.2501,44.57865,0,0,17.07705,14.2805,32.276,10.74535,5.11395,6.62945,8.90205,CHOYP_MUC5A.1.2|m.43407
17.533,17.01695,19.69085,20.58145,24.2235,20.9972,20.6764,18.4025,23.092,17.99005,22.5604,21.1452,CHOYP_MUTA.1.1|m.31799
0,0,0,0,1.40115,0,0,4.62065,0,1.7633,2.89185,0,CHOYP_MVD1.1.1|m.28700
92.27815,89.7084,93.43365,93.9981,90.82435,88.0163,87.0646,74.55115,88.22285,81.4622,88.9971,83.9577,CHOYP_MVP.1.1|m.56230
6.63175,7.7947,12.058,11.0809,11.6658,7.1942,4.8831,6.5909,6.13805,3.66475,4.14875,6.3957,CHOYP_MYCBP2.1.1|m.27070
0,3.4011,2.09635,0,4.4562,1.62425,0,0,1.5945,0,0,0,CHOYP_MYD88.2.7|m.21423
15.3161,18.6256,12.46795,14.9619,21.7103,20.0556,14.55435,15.5162,15.3277,15.9509,15.4743,9.9319,CHOYP_MYEF2.1.1|m.18999
25.8166,23.1917,19.6324,23.2535,25.90615,24.16355,26.5364,27.0629,25.53875,22.3122,25.34595,24.16805,CHOYP_BRAFLDRAFT_118260.1.1|m.13621
6.8782,8.17595,6.20825,6.56555,5.56165,5.31725,3.71585,5.43135,3.90765,1.9947,7.32245,5.81475,CHOYP_MYO18.1.1|m.3952
0,0.60075,0,1.00635,0.5373,1.53825,0.97915,0.6119,1.02955,0,0.5599,0,CHOYP_MYO1B.1.1|m.53598
0,0.60025,0,0.54875,0.5253,1.50805,0,0,1.04015,0.6527,1.5496,0,CHOYP_MYO1E.1.1|m.49109
0,0,0,0.83675,0,0,0,0,1.59215,0.99145,0,0,CHOYP_MYO3.2.2|m.59993
0.5977,0,0,3.058,3.9268,1.5554,0.55055,0.60175,1.039,0,1.0467,0.587,CHOYP_MYO3AL.1.1|m.8123
9.7382,9.81255,7.7696,9.9003,8.0884,10.35155,9.14625,8.4026,11.1788,8.3297,11.27795,11.2955,CHOYP_MYO7A.1.3|m.59205
0,0.7934,0,0.7238,0,0,0,0,0,0,0,0,CHOYP_MYS.2.7|m.2064
0,0,0,0,13.17805,0,0,0,0,0,0,0,CHOYP_MYSTI_04398.1.1|m.27734
1.41355,1.43385,0,6.44115,0,0,0,0,0,0,0,1.3936,CHOYP_N2F1A.1.1|m.63063
2.39035,0.65235,0,0,1.6407,0.6129,1.07085,0.66455,2.25185,2.0039,0,1.1667,CHOYP_BRAFLDRAFT_118423.1.3|m.29148
19.8097,17.15015,19.83125,18.14975,15.64695,21.79235,17.61295,21.4252,17.8277,14.9743,25.29945,21.29395,CHOYP_NAA15.1.1|m.34959
5.534,3.1249,1.5086,3.41245,3.8304,2.312,3.86675,1.88125,2.90955,4.83295,4.6525,1.80065,CHOYP_NAA25.1.1|m.11255
3.29655,1.7114,0,2.35185,2.2012,3.86385,3.6631,0.8975,3.8672,0,2.33335,1.66305,CHOYP_NAA35.1.1|m.60092
0,0,0,0,6.7989,0,6.8083,0,3.5817,0,0,0,CHOYP_NAEGRDRAFT_47557.1.1|m.11283
1.16935,1.17665,0,0,0,0,0,0,0,0,0,0,CHOYP_NAGT1.1.1|m.8857
0.2949,0,0,0,0,0,0,0.2967,0.2779,0,0,0,CHOYP_NAV2.1.3|m.9737
3.85295,11.3401,4.62305,10.33265,9.93655,21.0016,16.65105,11.39285,10.4652,4.24285,7.07355,7.34375,CHOYP_NCAH.1.5|m.8672
0.75105,0,1.73045,0.70715,0.6795,1.99085,1.2649,0.7562,0.7023,1.5806,0.73115,0,CHOYP_NCDN.1.1|m.58381
0,4.21395,14.9132,3.74175,25.2705,0,7.4097,4.2188,0,4.5665,7.69485,7.9451,CHOYP_NCER_101848.1.1|m.63547
6.1536,6.2616,3.7715,2.83325,4.102,5.7799,8.2703,4.66035,8.69555,3.44485,10.1958,3.061,CHOYP_ND1.4.5|m.42588
4.5296,4.5816,3.31655,0.87165,2.4057,3.43005,5.62685,7.3219,5.09965,5.0557,5.1664,4.4015,CHOYP_BRAFLDRAFT_118423.2.3|m.29362
29.21325,34.06885,17.80745,22.78575,43.9506,38.2141,31.2732,26.4859,28.6095,27.67455,23.46175,19.861,CHOYP_NDK7.1.1|m.64883
7.6465,3.86395,0,1.81765,3.4194,1.83845,5.12585,5.75175,3.57725,0,3.6039,3.7069,CHOYP_NDL1A.1.1|m.10230
20.13575,15.2146,0,4.6032,17.7904,23.49435,17.80165,5.19155,14.0408,11.19575,4.71535,39.02185,CHOYP_NDUA5.1.2|m.2750
80.66655,43.4003,52.11185,56.50535,58.83435,48.79815,46.5059,38.20755,48.87065,63.472,62.61975,78.43405,CHOYP_NDUFA7.2.2|m.57153
3.89435,0,9.4896,0,6.8866,10.9177,3.47275,4.03055,3.62725,8.6677,7.34735,3.81925,CHOYP_NDUFB7.1.1|m.27222
24.44765,6.1895,48.5361,33.5299,51.4816,54.36005,40.9677,49.3473,57.3817,51.13135,49.18625,20.8336,CHOYP_NDUFB9.1.2|m.37494
4.6412,4.7123,0,1.73375,5.7544,6.9466,4.94815,3.7512,3.4505,1.07995,6.98955,3.6098,CHOYP_NEC1.1.1|m.63094
12.58485,22.288,26.8089,14.4194,25.02475,17.6107,19.5623,15.8063,20.5507,13.9947,14.7787,18.3029,CHOYP_NECX.1.1|m.56979
0.7494,2.1794,2.58865,2.5795,3.1337,2.64575,3.1465,2.2225,2.6536,2.40365,1.99375,2.0606,CHOYP_NED4L.1.1|m.7792
0,0,0,0.8766,0,0,0.87395,0.95815,0.9213,0,0.89695,0,CHOYP_NEDD1.1.1|m.10741
1.7138,0,2.0463,1.53475,0,3.06275,4.40155,4.939,4.6369,0,1.62335,1.6455,CHOYP_BRAFLDRAFT_118645.1.1|m.30629
0,0.60635,0,0.5639,0,0.5699,0,0,0,0.66495,0.58265,0.5875,CHOYP_NEMF.1.1|m.57807
1.72225,2.9043,2.78315,2.16385,3.5332,3.19895,4.5706,3.4391,2.66345,3.18075,1.14555,2.76915,CHOYP_NEMVEDRAFT_V1G100691.1.2|m.26774
0.96035,0.5399,1.1692,0.48435,1.697,4.47715,3.8515,2.91615,2.27205,1.5993,2.35125,1.3956,CHOYP_NEMVEDRAFT_V1G106520.1.1|m.14881
3.89435,3.95155,4.80005,14.25765,6.8866,0,0,0,3.76575,4.36255,11.08275,7.5573,CHOYP_NEMVEDRAFT_V1G114289.1.1|m.17188
0,0,0.71245,0,0.53245,0,1.0322,0,0.56935,0,0,0,CHOYP_NEMVEDRAFT_V1G122785.1.1|m.57840
21.7971,19.521,15.6478,18.756,30.6744,21.5825,25.16295,12.9496,18.06145,11.448,14.5791,22.42455,CHOYP_NEMVEDRAFT_V1G135670.1.1|m.18689
77.7751,110.4726,108.29155,187.94705,157.1749,133.08215,156.7626,119.22995,133.46755,96.83665,78.68885,89.8211,CHOYP_NEMVEDRAFT_V1G140878.1.1|m.18069
46.0866,19.2833,18.6189,17.5223,43.90445,67.75765,61.33165,84.85205,96.51855,89.26175,104.0893,88.96585,CHOYP_NEMVEDRAFT_V1G154303.1.1|m.3521
5.17405,2.6146,7.8759,4.73215,2.3415,3.61675,3.43825,3.89195,3.65385,1.48135,3.6374,1.3073,CHOYP_NEMVEDRAFT_V1G157950.1.1|m.4584
0.8674,3.334,0,2.26525,0.78025,1.5461,2.93035,1.7427,2.31125,0,2.4327,1.6068,CHOYP_BRAFLDRAFT_118680.1.1|m.14225
25.16815,35.4982,36.66595,30.6423,22.1801,29.67355,35.73885,30.3936,32.8495,33.54915,30.15505,24.34025,CHOYP_NEMVEDRAFT_V1G162365.1.1|m.8038
36.411,31.20835,0,2.64805,0,7.93585,0,0,10.3658,0,7.8618,27.2415,CHOYP_NEMVEDRAFT_V1G165649.1.1|m.2893
5.80075,5.87055,4.72955,3.55295,3.47355,5.4309,5.16295,3.914,9.1215,4.39115,5.462,5.6544,CHOYP_NEMVEDRAFT_V1G167304.1.1|m.10864
0,2.8934,1.7947,2.6184,3.79095,1.3892,1.30715,0,1.4148,0,0,1.43445,CHOYP_NEMVEDRAFT_V1G167758.1.1|m.66572
16.19335,23.00675,4.0298,8.99215,31.7269,9.14725,20.3025,13.1596,18.21505,21.82205,6.1559,15.83735,CHOYP_NEMVEDRAFT_V1G167835.1.1|m.6190
99.09565,99.9884,84.3888,61.11045,72.1657,73.9073,68.38475,97.0418,81.1192,77.08555,88.60145,98.44525,CHOYP_NEMVEDRAFT_V1G168163.1.1|m.63148
14.78265,9.16775,11.01485,9.32295,15.98125,6.33195,9.047,10.17965,13.7397,16.35955,7.4822,12.0621,CHOYP_NEMVEDRAFT_V1G169195.1.1|m.2476
5.9882,4.1044,4.8831,1.8473,3.57015,3.7075,3.5403,6.0337,3.7185,2.2488,7.49235,5.78465,CHOYP_NEMVEDRAFT_V1G169538.2.2|m.29703
0,1.46345,0.89245,0.6766,1.271,0,1.29915,1.39595,0.7105,0.81655,0.714,1.39,CHOYP_NEMVEDRAFT_V1G173435.1.1|m.37344
4.79425,1.2499,1.51085,2.1924,3.1795,2.2363,2.13325,0,3.38565,1.3894,1.1608,4.64835,CHOYP_NEMVEDRAFT_V1G173950.1.1|m.13511
4.29945,6.4973,7.84885,27.52585,5.6932,24.05445,19.13065,19.46385,24.1371,11.941,16.27935,6.25815,CHOYP_BRAFLDRAFT_118718.1.1|m.14739
46.2128,43.7116,52.65725,39.52815,47.15865,47.07015,53.8519,45.01015,52.5322,46.48525,46.2972,50.315,CHOYP_NEMVEDRAFT_V1G173950.1.1|m.13512
36.8779,22.9566,24.22645,29.91345,28.8737,27.84945,31.6385,35.74295,30.5121,23.7009,25.4338,28.95035,CHOYP_NEMVEDRAFT_V1G179716.1.1|m.55972
56.7996,43.10565,48.1292,27.46355,50.2692,47.22465,67.3639,44.3932,42.9367,29.9204,44.6185,32.20915,CHOYP_NEMVEDRAFT_V1G180651.1.2|m.2808
31.66515,30.78305,28.18055,28.98545,31.20765,29.5471,26.01155,23.36505,25.02655,29.8218,19.49705,31.8736,CHOYP_NEMVEDRAFT_V1G181421.1.1|m.3106
9.1746,9.25275,14.38735,12.06355,9.28195,15.92975,15.1769,11.8899,11.0818,13.1357,13.63735,7.63945,CHOYP_NEMVEDRAFT_V1G182319.1.1|m.5048
14.85045,25.9306,13.13295,29.62455,34.5513,28.9283,20.4147,28.54825,26.614,26.97505,26.6701,20.9176,CHOYP_NEMVEDRAFT_V1G183894.1.1|m.55454
10.9037,12.11475,21.35005,16.9461,14.522,9.1961,8.79345,15.4947,12.4653,15.8428,8.1979,4.25185,CHOYP_NEMVEDRAFT_V1G185623.1.1|m.62696
5.3532,5.4519,4.36465,0,1.6377,6.6889,7.99675,5.4429,6.64505,3.9866,8.47675,5.20955,CHOYP_NEMVEDRAFT_V1G188927.1.1|m.17076
35.1366,37.54985,40.22675,29.30815,28.27525,28.89415,34.03645,34.29025,35.7667,33.29455,38.04305,34.03025,CHOYP_NEMVEDRAFT_V1G188942.1.1|m.6629
68.32065,57.1693,76.07665,43.60555,70.99295,61.0578,58.18965,54.04965,69.55425,62.98665,58.8582,40.4069,CHOYP_NEMVEDRAFT_V1G191841.1.1|m.1745
0,0,0,0,0,0,0.2781,0,0,0,0.2907,0.30245,CHOYP_BRAFLDRAFT_118736.1.1|m.17458
10.7391,10.85345,9.8023,9.7677,9.5002,10.01855,11.9774,29.8667,20.00095,14.94235,10.123,10.42525,CHOYP_NEMVEDRAFT_V1G192713.1.1|m.16224
5.51645,7.435,2.27615,5.04105,4.856,13.66165,14.6824,3.6887,8.5963,6.1168,8.65655,8.8785,CHOYP_NEMVEDRAFT_V1G194582.1.2|m.11442
1.4259,2.7438,3.30535,3.73835,1.2463,1.31275,2.41605,1.4365,1.34425,3.01905,2.5592,1.3629,CHOYP_NEMVEDRAFT_V1G197278.1.1|m.45568
2.48935,2.50525,0,6.58045,2.17095,2.2888,4.3896,4.9662,9.00735,5.37625,4.6635,0,CHOYP_NEMVEDRAFT_V1G198846.1.1|m.25649
0,0,0.8555,0.6625,0,0,0,0,0,0,0,0,CHOYP_NEMVEDRAFT_V1G198897.4.6|m.52548
0,0,3.08565,0,0,6.97945,8.9437,2.5995,7.05105,2.81215,4.83505,4.8784,CHOYP_NEMVEDRAFT_V1G199721.1.1|m.64387
0,0,0,0.5254,0,0,0,0,0,0,0,0,CHOYP_NEMVEDRAFT_V1G201552.1.6|m.2876
1.2009,0,0,0,1.5902,0,0.57735,0,1.67485,0,0.6065,0,CHOYP_NEMVEDRAFT_V1G202687.1.1|m.8886
