protein,PC1loadings,PC2loadings
CHOYP_LIG4.1.1.m.6295,-0.00774031315428604,-0.00490114372762768
CHOYP_LIGO2.1.2.m.3525,0.00130364590279245,0.00323325114106085
CHOYP_LIN9.1.1.m.12005,0.00673650814626654,-0.000723371415772045
CHOYP_LIS1.1.1.m.56212,0.00123413274928007,0.00577847751551683
CHOYP_LMBL3.1.1.m.14251,-0.0023499583367438,0.00026488953182364
CHOYP_LMNB2.1.1.m.55999,4.13734768398089e-05,-0.0019437936507303
CHOYP_LMO7.1.1.m.27803,0.00315661455650715,-0.00264000976862969
CHOYP_ARALYDRAFT_472154.1.1.m.29819,0.00494513591316293,-0.00606540004423192
CHOYP_LNTL.1.1.2.m.10782,-0.000732225379664628,-0.0061933643239233
CHOYP_LOAG_05718.1.1.m.48540,-0.00429009272706094,-0.0014375430583301
CHOYP_LOC100005182.1.1.m.53007,-0.000474760087798866,-0.00845143103093975
CHOYP_LOC100008030.1.1.m.10817,-0.00211111954671813,-0.00690884305991031
CHOYP_LOC100013725.1.2.m.12740,-0.00604908787090156,-0.00124201261252093
CHOYP_LOC100017224.1.1.m.26828,-0.000891289735572591,-0.00114813286889463
CHOYP_LOC100024134.1.1.m.61877,0.0105711875690335,0.00296995784441722
CHOYP_LOC100024935.1.1.m.2615,-0.000109547329550739,0.00345631985511353
CHOYP_LOC100027252.1.1.m.30045,-0.00190596149647145,0.00316544831364382
CHOYP_LOC100068494.1.1.m.8733,0.000394516451841665,0.00661848011017817
CHOYP_ARB_02478.1.1.m.29725,0.0291760612873318,-0.00365511656723873
CHOYP_LOC100072802.1.1.m.27280,-0.00582877088518533,0.00021506516229487
CHOYP_LOC100080726.1.1.m.59048,0.00551395668693428,0.00115069700065727
CHOYP_LOC100081619.1.1.m.33744,-0.0134662751266342,-0.0335669468441064
CHOYP_LOC100081920.1.4.m.1772,-0.0125292568973046,0.0165136702087383
CHOYP_LOC100089326.1.1.m.19184,-0.00596165433990077,0.00612538309913032
CHOYP_LOC100113561.1.1.m.37903,-0.00125442375865636,0.00364485853108128
CHOYP_LOC100113671.1.1.m.18491,-0.0317301064705756,-0.011699090332481
CHOYP_LOC100114159.1.1.m.53867,0.00788084953552548,-0.00768317620211723
CHOYP_LOC100114171.1.1.m.50280,0.00138654362929301,-0.00259565256923708
CHOYP_LOC100114247.1.1.m.30717,0.00152869163351572,8.45368063919937e-05
CHOYP_ARC1A.1.1.m.56262,0.000495035847498772,-0.000632032378068674
CHOYP_LOC100114636.1.1.m.11052,0.000417428019447198,0.000800225334422799
CHOYP_LOC100114736.1.1.m.18266,0.000542093412205252,-0.000503404632398591
CHOYP_LOC100115002.1.1.m.45844,0.00119110841713933,0.00447163992657589
CHOYP_LOC100115298.1.1.m.39207,0.00253128564210912,7.02716324725201e-06
CHOYP_LOC100115467.1.1.m.51329,0.00351831480518041,-0.00175120112784659
CHOYP_LOC100115577.1.1.m.21791,0.000502437693824692,-0.00104163465567563
CHOYP_LOC100115776.1.1.m.24729,-0.00267430242390266,0.00108064225822894
CHOYP_LOC100116049.1.1.m.54372,-0.00433062831326184,-0.00205090133564877
CHOYP_LOC100116719.1.1.m.58,0.00686874726656798,-0.00414589213618766
CHOYP_LOC100116878.1.1.m.11654,-0.00179400466359676,0.00274668430750533
CHOYP_ARC1A.1.1.m.56263,0.00377044764673964,-0.00216433724358166
CHOYP_LOC100116878.1.1.m.11655,-0.00106945720796843,0.00110981604783478
CHOYP_LOC100118063.2.4.m.29108,-0.0116515238235002,-0.0146475218047058
CHOYP_LOC100118098.1.1.m.14795,-0.0011202468648033,0.00223278762248932
CHOYP_LOC100118291.1.1.m.54817,0.00288216425008859,0.00142410910635486
CHOYP_LOC100118811.1.1.m.57633,-0.00551205059771055,0.00228286565496491
CHOYP_LOC100119008.1.1.m.43229,0.0111428291777242,0.000357480328912105
CHOYP_LOC100119086.1.1.m.55425,0.00904498098374329,-0.0200983131348612
CHOYP_LOC100119577.1.1.m.47861,-0.00925956792273174,-0.00146315672687867
CHOYP_LOC100119750.1.1.m.7019,0.0020792254991532,-0.00194336953404714
CHOYP_LOC100120123.1.1.m.12979,-0.00713591379965849,0.00425607093391342
CHOYP_ARF6.1.2.m.3974,0.00216070820960785,-0.0036698946948079
CHOYP_LOC100120260.1.1.m.41887,0.00654431634131452,0.0141243497312244
CHOYP_LOC100120440.1.1.m.15371,-0.000800369092539177,0.00116465555467573
CHOYP_LOC100120677.1.1.m.16799,0.00266839166978456,-0.0007210756438037
CHOYP_LOC100120994.1.1.m.54109,0.00316690753324041,0.002207042859222
CHOYP_LOC100121363.1.1.m.46369,-0.0081276023528668,-0.0223970318032928
CHOYP_LOC100121687.1.1.m.57141,-0.00456645995049719,-0.000592061659034685
CHOYP_LOC100121999.3.4.m.54805,0.0122390080715374,-0.0035586330602656
CHOYP_LOC100122037.1.1.m.12516,-0.00154143358600499,0.00248620784703327
CHOYP_LOC100122067.1.1.m.49811,-0.00531285900365963,0.000242008231635836
CHOYP_LOC100122269.1.1.m.8408,0.00409471873173084,0.00571368455279678
CHOYP_ARHGAP8.1.1.m.25503,-0.0137710556885709,0.0125461591339703
CHOYP_LOC100123216.1.1.m.28671,0.00218514316270823,-0.0016581494906841
CHOYP_LOC100123890.1.1.m.11450,0.000817498644388467,-0.00100004708679854
CHOYP_LOC100123907.1.1.m.2987,-0.0239280644505476,0.00903512001643932
CHOYP_LOC100142249.1.1.m.55762,0.0130153508253468,0.0122166288851447
CHOYP_LOC100150876.1.1.m.61100,-0.00212272506785719,0.000697388082622807
CHOYP_LOC100160077.1.1.m.62645,0.00401215816656128,0.000164801827924854
CHOYP_LOC100161158.1.1.m.14383,-0.00512606391271152,0.00463309232733742
CHOYP_LOC100161360.1.1.m.65809,-0.000813657735394736,-0.00239799518879745
CHOYP_LOC100164899.1.1.m.59665,0.00283202214077152,0.00102698042658179
CHOYP_LOC100165581.1.1.m.18008,-0.00681238173577852,0.00258644468523931
CHOYP_AAEL_AAEL002467.1.2.m.47358,0.0167070864338593,-0.0235823131446777
CHOYP_ARI2.1.1.m.34963,0.00535614737683368,0.00820152296725921
CHOYP_LOC100165685.1.1.m.13583,0.000852821019432963,0.0208571946145315
CHOYP_LOC100166353.1.1.m.4625,0.000331626857975877,-0.0164276854300185
CHOYP_LOC100168017.1.1.m.40316,0.0112060413219693,-0.00648182697364256
CHOYP_LOC100168209.1.1.m.26697,-0.00536237195848496,0.00267557820625633
CHOYP_LOC100168368.1.1.m.18551,-0.007138070742159,-0.00156777689311417
CHOYP_LOC100168945.1.1.m.37004,0.000142730243382262,0.00106463121798975
CHOYP_LOC100169229.1.1.m.25981,0.00852135872170747,0.00703009598553188
